"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d","uniID","X","Site","Date","Waypoint","Species","Height","N.flowers","Time","NN","NN.id","dist.lar","LT","AS","EC","SD","SM","SC","PP","HH","EL","LOTUS","BW","Quantity","density","shrub.density","cactus.density","con.density","het.density","site.density","site.shrub.density","site.cactus.density","S","S.1"
"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 236",65,"","5.3.2018",236,"SC",52,19,"9:44",400,"AS",213,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0385,0.0335,0.005,1,1
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 238",66,"","5.3.2018",238,"SC",52,4,"10:13",270,"SC",22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0385,0.0335,0.005,1,2
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 244",67,"","5.3.2018",244,"SC",45,6,"11:40",900,"LT",211,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0385,0.0335,0.005,1,2
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 246",68,"","5.3.2018",246,"SC",52,6,"12:10",340,"LT",110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0335,0.005,0,1
"69",3,0.230769230769231,0.284742066476162,-0.238419311174613,0.0714285714285714,0.916666666666667,0.568257570707744,0.833333333333333,1,1.11764705882353,0.0928446900264097,0.0414622287052999,0.0174339417052574,0.0106477397042736,NA,1.03972077083992,2.82842712474619,0.769512195121951,0.719376669232343,0.0937271447117125,"SC 248",69,"","5.3.2018",248,"SC",88,23,"1:01",100,"AS",32,1,1,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0.0385,0.0335,0.005,2,2
"70",1,0.0769230769230769,0.0163934426229508,-0.983606557377049,0.885714285714286,1,1,1,1,1.51470588235294,0,0,0.0137564696268047,0.00509432887102935,NA,0,1,0.297560975609756,0.254338060520791,0.123732887142024,"SC 256",70,"","5.3.2018",256,"SC",47,3,"3:04",765,"SD",98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0385,0.0335,0.005,0,2
"71",1,0.0769230769230769,0.5,-0.5,0.9,1,1,1,1,1,0,0,0.000272405339144647,NA,NA,0,1,0.00975609756097561,0.254338060520791,0.852249886821314,"SC 266",71,"","5.4.2018",266,"SC",36,4,"11:03",420,"LT",133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0335,0.031,0.0025,0,2
"72",1,0.0769230769230769,0.018348623853211,-0.981651376146789,0.714285714285714,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.00865915474768347,NA,0,1,0.531707317073171,0.254338060520791,0.0915473804546453,"SC 268",72,"","5.4.2018",268,"SC",65,11,"11:35",120,"LT",17,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0.0335,0.031,0.0025,2,2
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 269",73,"","5.4.2018",269,"SC",46,18,"11:50",90,"AS",220,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0335,0.031,0.0025,1,1
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HH 272",74,"","5.4.2018",272,"HH",25,2,"1:01",1810,"SC",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0.031,0.0025,0,1
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 274",75,"","5.4.2018",274,"SC",55,17,"1:33",450,"SC",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0.031,0.0025,0,1
"76",3,0.230769230769231,0.368075399809495,-0.210641533396835,0.0857142857142857,0.916666666666667,0.568257570707744,0.833333333333333,1,1.13235294117647,0.0295774567875051,0,0.0172977390356851,0.010616876690638,NA,1.03972077083992,2.82842712474619,0.764634146341463,0.719376669232343,0.113048826104523,"SC 285",76,"","5.4.2018",285,"SC",55,16,"4:08",490,"SC",191,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0335,0.031,0.0025,0,2
"77",1,0.0769230769230769,0.00917431192660551,-0.990825688073395,0.914285714285714,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.00502444781655707,NA,0,1,0.531707317073171,0.254338060520791,0,"SC 288",77,"","5.5.2018",288,"SC",59,4,"10:29",0,"AS",132,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0.033,0.0265,0.0065,1,2
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 292",78,"","5.5.2018",292,"SC",70,4,"11:14",560,"LT",164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.0265,0.0065,0,1
"79",1,0.0769230769230769,0.0825688073394495,-0.917431192660551,0.4,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.0197990403149735,NA,0,1,0.531707317073171,0.254338060520791,0.153762376456692,"SC 296",79,"","5.5.2018",296,"SC",68,10,"12:31",150,"SC",63,1,1,0,0,0,1,0,0,0,0,0,9,3,2,1,1,0,0.033,0.0265,0.0065,3,3
"80",1,0.0769230769230769,0.0275229357798165,-0.972477064220183,0.5,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.0114106618637698,NA,0,1,0.531707317073171,0.254338060520791,0.10977436768081,"SC 298",80,"","5.5.2018",298,"SC",39,2,"1:29",0,"AS",129,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0.033,0.0265,0.0065,1,2
"81",2,0.153846153846154,0.148142577831253,-0.425928711084374,0.114285714285714,0.962962962962963,0.733799385705343,0.916666666666667,1,1.13235294117647,0.0295774567875051,0.313132652610175,0.0172977390356851,0.0219028021883677,NA,0.617241769730342,1.85380775496353,0.829268292682927,0.471493868975826,0.0188938235517791,"SC 303",81,"","5.5.2018",303,"SC",56,12,"2:31",0,"AS",94,1,3,0,0,0,0,0,0,0,0,0,13,4,4,0,0,0,0.033,0.0265,0.0065,2,2
"82",3,0.230769230769231,0.150567754549556,-0.283144081816815,0.1,0.833333333333333,0.52704627669473,0.833333333333333,1,1.07352941176471,0.0893107672290309,0.0269114028496073,0.0178425497139744,0.00864077013038477,NA,1.09861228866811,3,0.669918699186992,0.763014181562372,0.101229380876322,"SC 311",82,"","5.5.2018",311,"SC",59,11,"4:30",120,"LT",17,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0.033,0.0265,0.0065,1,2
"83",1,0.0769230769230769,0.0458715596330275,-0.954128440366973,0.428571428571429,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.0153000102684633,NA,0,1,0.531707317073171,0.254338060520791,0.125136415737882,"SC 312",83,"","5.6.2018",312,"SC",45,5,"10:37",105,"AS",29,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0.0265,0.024,0.0025,1,2
"84",2,0.153846153846154,0.209174311926606,-0.395412844036697,0.357142857142857,0.916666666666667,0.67700320038633,0.916666666666667,1,1.35294117647059,0.0449394797836724,0.00742607081288954,0.0152546989921002,0.00534796679554695,NA,0.693147180559945,2,0.524390243902439,0.508676121041581,0.284182337574212,"SC 314",84,"","5.6.2018",314,"SC",59,8,"11:04",320,"LT",104,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0265,0.024,0.0025,0,2
"85",3,0.230769230769231,1.10031583696797,0.033438612322655,0.0142857142857143,0.95,0.651520657129662,0.833333333333333,1,1.13235294117647,0.0295774567875051,0.276621137780135,0.0172977390356851,0.0178923637179977,NA,0.900256051268537,2.4602329762891,0.552439024390244,0.625730883618662,0.161281986928595,"SC 322",85,"","5.6.2018",322,"SC",63,5,"12:59",0,"LT",2,3,0,0,0,0,1,0,0,0,0,0,8,4,3,1,1,0,0.0265,0.024,0.0025,2,3
"86",2,0.153846153846154,0.509174311926605,-0.245412844036697,0.371428571428571,0.916666666666667,0.67700320038633,0.916666666666667,1,1.42647058823529,0,0,0.0147552892036684,0.0067380839924027,NA,0.693147180559945,2,0.509756097560976,0.508676121041581,0.388280002717521,"SC 326",86,"","5.6.2018",326,"SC",85,18,"2:20",260,"SC",146,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0.0265,0.024,0.0025,1,3
"87",1,0.0769230769230769,0.0163934426229508,-0.983606557377049,0.928571428571429,1,1,1,1,1.51470588235294,0,0,0.0137564696268047,0.00509432887102935,NA,0,1,0.297560975609756,0.254338060520791,0.123732887142024,"SC 328",87,"","5.6.2018",328,"SC",52,11,"2:56",280,"LT",86,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0265,0.024,0.0025,1,2
"88",1,0.0769230769230769,0.0163934426229508,-0.983606557377049,0.942857142857143,1,1,1,1,1.51470588235294,0,0,0.0137564696268047,0.00509432887102935,NA,0,1,0.297560975609756,0.254338060520791,0.123732887142024,"SC 335",88,"","5.6.2018",335,"SC",69,2,"4:26",750,"BW",85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0265,0.024,0.0025,0,2
"89",2,0.153846153846154,0.545871559633027,-0.227064220183486,0.142857142857143,0.983333333333333,0.836106496849578,0.916666666666667,1,1.42647058823529,0,0.02073111435265,0.0147552892036684,0.0153192072700548,NA,0.450561208866305,1.5691925832142,0.541463414634146,0.399105398198308,0.197099918596858,"SC 341",89,"","5.7.2018",341,"SC",52,14,"11:23",70,"AS",190,1,3,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0.03,0.0245,0.0055,2,2
"90",1,0.0769230769230769,0.2,-0.8,0.957142857142857,1,1,1,1,1.95588235294118,0,0,0.00976119131934986,0.00374483433009928,NA,0,1,0.024390243902439,0.254338060520791,0.656934861187621,"SC 343",90,"","5.7.2018",343,"SC",40,7,"11:57",280,"AS",122,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.03,0.0245,0.0055,1,2
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 348",91,"","5.7.2018",348,"SC",34,2,"1:22",125,"AS",154,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.03,0.0245,0.0055,1,1
"92",2,0.153846153846154,0.0530906903293728,-0.473454654835314,0.157142857142857,0.979166666666667,0.808290376865476,0.916666666666667,1,1.13235294117647,0.0295774567875051,0,0.0172977390356851,0.014587106564198,NA,0.500402423538188,1.64938488846612,0.731707317073171,0.419501353584773,0.0160427870713199,"SC 350",92,"","5.7.2018",350,"SC",68,23,"1:59",1000,"SC",220,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.03,0.0245,0.0055,0,2
"93",1,0.0769230769230769,0.055045871559633,-0.944954128440367,0.414285714285714,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.0167252167044297,NA,0,1,0.531707317073171,0.254338060520791,0.132537946197183,"SC 351",93,"","5.7.2018",351,"SC",53,11,"2:18",340,"LT",110,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.03,0.0245,0.0055,0,2
"94",2,0.153846153846154,0.0530906903293728,-0.473454654835314,0.171428571428571,0.979166666666667,0.808290376865476,0.916666666666667,1,1.13235294117647,0.0295774567875051,0,0.0172977390356851,0.014587106564198,NA,0.500402423538188,1.64938488846612,0.731707317073171,0.419501353584773,0.0160427870713199,"SC 356",94,"","5.7.2018",356,"SC",34,5,"3:20",180,"LT",46,1,0,0,0,0,0,0,0,0,0,1,5,2,2,0,0,0,0.03,0.0245,0.0055,2,3
"95",2,0.153846153846154,0.0419611971725071,-0.479019401413746,0.214285714285714,0.958333333333333,0.720082299823096,0.916666666666667,1,1.13235294117647,0.0295774567875051,0,0.0172977390356851,0.0107414148336367,NA,0.636514168294813,1.88988157484231,0.630894308943089,0.480668814359371,0.0479442323091025,"SC 359",95,"","5.7.2018",359,"SC",76,6,"4:06",150,"LT",32,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0.03,0.0245,0.0055,1,2
"96",1,0.0769230769230769,0.0163934426229508,-0.983606557377049,0.971428571428571,1,1,1,1,1.51470588235294,0,0,0.0137564696268047,0.00509432887102935,NA,0,1,0.297560975609756,0.254338060520791,0.123732887142024,"SC 363",96,"","5.8.2018",363,"SC",70,3,"10:30",0,"HH",132,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,0.0275,0.026,0.0015,2,3
"97",1,0.0769230769230769,0.0327868852459016,-0.967213114754098,0.528571428571429,1,1,1,1,1.51470588235294,0,0,0.0137564696268047,0.00886881951154989,NA,0,1,0.297560975609756,0.254338060520791,0.223439994564958,"HH 364",97,"","5.8.2018",364,"HH",19,1,"10:30",0,"SC",132,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,1,0,0.0275,0.026,0.0015,2,3
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 368",98,"","5.8.2018",368,"SC",46,3,"11:16",25,"BW",146,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0.0275,0.026,0.0015,2,1
"99",1,0.0769230769230769,0.0275229357798165,-0.972477064220183,0.514285714285714,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.0114106618637698,NA,0,1,0.531707317073171,0.254338060520791,0.10977436768081,"SC 374",99,"","5.8.2018",374,"SC",78,3,"1:07",35,"LT",102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0275,0.026,0.0015,0,2
"100",1,0.0769230769230769,0.00917431192660551,-0.990825688073395,0.985714285714286,1,1,1,1,1.42647058823529,0,0,0.0147552892036684,0.00502444781655707,NA,0,1,0.531707317073171,0.254338060520791,0,"SC 382",100,"","5.8.2018",382,"SC",53,4,"3:21",50,"AS",129,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0.0275,0.026,0.0015,1,2
"101",1,0.0769230769230769,0.5,-0.5,1,1,1,1,1,1,0,0,0.000272405339144647,NA,NA,0,1,0.00975609756097561,0.254338060520791,0.852249886821314,"SC 383",101,"","5.8.2018",383,"SC",52,3,"3:34",205,"LT",57,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0275,0.026,0.0015,1,2
"102",2,0.153846153846154,0.0347420664761618,-0.482628966761919,0.228571428571429,0.958333333333333,0.720082299823096,0.916666666666667,1,1.13235294117647,0.0295774567875051,0,0.0172977390356851,0.0105556843177813,NA,0.636514168294813,1.88988157484231,0.829268292682927,0.480668814359371,0,"SC 385",102,"","5.8.2018",385,"SC",39,3,"4:02",205,"LT",57,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0.0275,0.026,0.0015,1,2
