"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d","uniID","X","Site","Date","Waypoint","Species","Height","N.flowers","Time","NN","NN.id","dist.lar","LT","AS","EC","SD","SM","SC","PP","HH","EL","LOTUS","BW","Quantity","density","shrub.density","cactus.density","con.density","het.density","site.density","site.shrub.density","site.cactus.density","S","imp.den.x","imp.den.y"
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 135",134,"","4.26.2018",135,"SM",65,12,"1:01",65,"SM",158,0,1,0,0,3,0,0,0,0,0,0,0,4,4,0,3,1,0.0445,0.0415,0.003,2,0.0445,0.0445
"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 136",135,"","4.27.2018",136,"AS",48,40,"10:38",0,"SC",82,0,3,0,0,0,1,0,0,0,0,0,0,4,3,1,3,1,0.043,0.0385,0.0045,2,0.043,0.043
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 137",136,"","4.27.2018",137,"SC",54,3,"10:38",0,"AS",82,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0.043,0.0385,0.0045,1,0.043,0.043
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 138",137,"","4.27.2018",138,"SC",46,10,"10:54",25,"AS",76,0,2,0,0,0,1,0,0,0,0,0,0,3,2,1,1,2,0.043,0.0385,0.0045,2,0.043,0.043
"138",2,0.117647058823529,0.0153954955935154,-0.492302252203242,0.426086956521739,0.9375,0.684653196881458,0.9375,1,1.46086956521739,0.0103075174468343,0,0.00534995977473854,0.00231168505096702,NA,0.693147180559945,2,0.445669291338583,0.206751277389075,0,"SC 139",138,"","4.27.2018",139,"SC",58,8,"10:54",110,"SC",NA,0,1,0,0,0,2,0,0,0,0,0,2,3,1,2,2,1,0.043,0.0385,0.0045,2,0.043,0.043
"139",1,0.0588235294117647,0.0428571428571429,-0.957142857142857,0.534782608695652,1,1,1,1,2.02173913043478,0,0,0.00377614641995173,0.00320627322099054,NA,0,1,0.110236220472441,0.103375638694537,0.328946291778061,"PP 140",139,"","4.27.2018",140,"PP",22,1,"11:19",16,"SC",NA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.043,0.0385,0.0045,0,0.043,0.043
"140",2,0.117647058823529,0.0533792509685751,-0.473310374515712,0.295652173913043,0.9375,0.684653196881458,0.9375,1,1.7304347826087,0.00322332107257599,0,0.00444489139179405,0.00232945552304485,NA,0.693147180559945,2,0.195275590551181,0.206751277389075,0.210661541315226,"AS 141",140,"","4.27.2018",141,"AS",54,80,"11:19",200,"AS",87,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0.043,0.0385,0.0045,1,0.043,0.043
"141",1,0.0588235294117647,0.0196078431372549,-0.980392156862745,0.656521739130435,1,1,1,1,1.93478260869565,0,0,0.00388676588897828,0.00169385069463442,NA,0,1,0.0803149606299213,0.103375638694537,0.244461840818095,"AS 142",141,"","4.27.2018",142,"AS",22,155,"11:40",140,"SM",57,1,3,0,0,1,0,0,0,0,0,0,1,5,5,0,3,2,0.043,0.0385,0.0045,3,0.043,0.043
"142",4,0.235294117647059,0.0784815996003355,-0.230379600099916,0.0304347826086957,0.8125,0.450693909432999,0.8125,1,1.30869565217391,0.0449776942025423,0.000936133402029574,0.0058678600160901,0.00276605385554912,NA,1.38629436111989,4,0.525590551181102,0.413502554778149,0.0787687646932495,"EC 143",142,"","4.27.2018",143,"EC",60,375,"",105,"AS",88,2,5,0,0,1,0,0,0,0,0,0,4,8,8,0,0,8,0.043,0.0385,0.0045,3,0.043,0.043
"143",1,0.0588235294117647,0.0422535211267606,-0.957746478873239,0.508695652173913,1,1,1,1,1.9,0,0,0.00399738535800483,0.00332178822461,NA,0,1,0.111811023622047,0.103375638694537,0.325924385233594,"HH 144",143,"","4.27.2018",144,"HH",44,6,"12:09",130,"EC",95,0,0,2,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0.043,0.0385,0.0045,1,0.043,0.043
"144",1,0.0588235294117647,0.0142857142857143,-0.985714285714286,0.847826086956522,1,1,1,1,2.02173913043478,0,0,0.00377614641995173,0.00160188058365056,NA,0,1,0.110236220472441,0.103375638694537,0.183610725827904,"LT 145",144,"","4.27.2018",145,"LT",170,85,"12:09",160,"EC",178,0,1,3,0,0,0,0,0,0,0,0,1,4,4,0,0,4,0.043,0.0385,0.0045,2,0.043,0.043
"145",1,0.0588235294117647,0.0434782608695652,-0.956521739130435,0.778260869565217,1,1,1,1,1.94782608695652,0,0,0.00374094931617056,0.00159073179291345,NA,0,1,0.0362204724409449,0.103375638694537,0.397484591302394,"EC 146",145,"","4.27.2018",146,"EC",58,46,"12:09",0,"LT",2,1,1,2,0,0,0,0,0,0,0,0,1,4,4,0,2,2,0.043,0.0385,0.0045,3,0.043,0.043
"146",2,0.117647058823529,0.108716754028344,-0.445641622985828,0.152173913043478,0.993055555555556,0.899305287430247,0.9375,1,1.69565217391304,0.00436000693911878,0.0194776143325508,0.00458567980691874,0.00563111349636287,NA,0.325082973391448,1.38414548846169,0.239370078740157,0.143086923915889,0.344110904271016,"EC 147",146,"","4.27.2018",147,"EC",56,240,"12:26",30,"EC",79,2,0,1,0,0,0,0,0,0,0,0,10,3,3,0,1,2,0.043,0.0385,0.0045,2,0.043,0.043
"147",1,0.0588235294117647,0.0297029702970297,-0.97029702970297,0.504347826086956,1,1,1,1,1.81739130434783,0,0,0.00418342719227675,0.0035301690571637,NA,0,1,0.159055118110236,0.103375638694537,0.250840135511874,"EC 148",147,"","4.27.2018",148,"EC",62,225,"12:26",15,"EC",79,1,0,1,0,0,0,0,0,0,0,0,3,2,2,0,1,1,0.043,0.0385,0.0045,2,0.043,0.043
"148",2,0.117647058823529,0.266483516483516,-0.366758241758242,0.208695652173913,0.979166666666667,0.775604602874429,0.9375,1,1.64347826086957,0.0269825133743537,0.017013005053262,0.00476669348350764,0.00343646979956229,NA,0.562335144618808,1.75476535060332,0.292913385826772,0.181399988877662,0.252468545532596,"LT 149",148,"","4.27.2018",149,"LT",210,151,"12:47",300,"LT",94,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,0,0.043,0.0385,0.0045,1,0.043,0.043
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 150",149,"","4.27.2018",150,"AS",53,45,"12:47",270,"AS",174,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.043,0.0385,0.0045,1,0.043,0.043
"150",1,0.0588235294117647,0.0164835164835165,-0.983516483516483,0.521739130434783,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00341257856411542,NA,0,1,0.286614173228346,0.103375638694537,0.125383331527151,"LT 151",150,"","4.27.2018",151,"LT",135,87,"1:14",70,"AS",41,1,1,1,0,0,0,0,0,0,0,0,3,3,3,0,1,2,0.043,0.0385,0.0045,3,0.043,0.043
"151",1,0.0588235294117647,0.010989010989011,-0.989010989010989,0.617391304347826,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00269448839679189,NA,0,1,0.286614173228346,0.103375638694537,0.0812096813010194,"SC 152",151,"","4.27.2018",152,"SC",66,10,"1:14",0,"EC",77,1,1,2,0,0,0,0,0,0,0,0,2,4,4,0,0,4,0.043,0.0385,0.0045,3,0.043,0.043
"152",3,0.176470588235294,0.273181231166595,-0.242272922944468,0.0695652173913043,0.958333333333333,0.636396103067893,0.875,1,1.71304347826087,0.00835631434947184,0.00310526831720381,0.00450522928399035,0.00358386598587286,NA,0.950270539233235,2.58640928985893,0.203149606299213,0.267371712264652,0.312983159413384,"EC 153",152,"","4.27.2018",153,"EC",58,92,"2:00",60,"AS",104,0,4,1,0,0,0,0,0,0,0,0,5,5,5,0,1,4,0.043,0.0385,0.0045,2,0.043,0.043
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 154",153,"","4.27.2018",154,"AS",34,38,"2:00",147,"EC",136,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0.043,0.0385,0.0045,2,0.043,0.043
"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT 155",154,"","4.27.2018",155,"LT",130,39,"2:19",150,"LT",32,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.043,0.0385,0.0045,1,0.043,0.043
"155",3,0.176470588235294,0.23056802352577,-0.25647732549141,0.0869565217391304,0.958333333333333,0.636396103067893,0.875,1,1.53478260869565,0.0121093489151307,0.00717826163511611,0.00513374899436846,0.0035745244250601,NA,0.950270539233235,2.58640928985893,0.406299212598425,0.267371712264652,0.182993601471169,"SC 156",155,"","4.27.2018",156,"SC",66,15,"2:19",68,"AS",14,1,1,0,0,0,0,0,0,0,0,0,5,2,2,0,0,2,0.043,0.0385,0.0045,2,0.043,0.043
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 157",156,"","4.27.2018",157,"AS",51,22,"2:36",125,"LT",181,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.043,0.0385,0.0045,1,0.043,0.043
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 158",157,"","4.27.2018",158,"AS",54,30,"2:36",125,"AS",160,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.043,0.0385,0.0045,1,0.043,0.043
"158",3,0.176470588235294,0.0582526384506583,-0.313915787183114,0.0782608695652174,0.958333333333333,0.636396103067893,0.875,1,1.41304347826087,0.0164701463379515,0.00972649573443731,0.00551588897827836,0.00364021770513102,NA,0.950270539233235,2.58640928985893,0.469291338582677,0.267371712264652,0.134459378619302,"LT 159",158,"","4.27.2018",159,"LT",230,160,"3:00",70,"AS",161,0,2,0,0,0,0,0,0,0,0,0,5,2,2,0,0,2,0.043,0.0385,0.0045,1,0.043,0.043
"159",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.98695652173913,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"SD 160",159,"","4.27.2018",160,"SD",53,12,"3:00",242,"SD",34,0,2,0,1,0,0,0,0,0,0,0,1,3,3,0,1,2,0.043,0.0385,0.0045,2,0.043,0.043
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 161",160,"","4.27.2018",161,"SM",55,7,"3:26",710,"EL",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.0385,0.0045,0,0.043,0.043
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EL 162",161,"","4.27.2018",162,"EL",78,18,"3:26",185,"EL",115,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.043,0.0385,0.0045,1,0.043,0.043
"162",2,0.117647058823529,0.0340876944837341,-0.482956152758133,0.252173913043478,0.96875,0.726483157256779,0.9375,1,1.67826086956522,0.00577567970448359,0,0.00462590506838295,0.00286542574299849,NA,0.636514168294813,1.88988157484231,0.269291338582677,0.195367714856362,0.141272008266417,"LT 163",162,"","4.28.2018",163,"LT",250,119,"10:21",60,"LT",173,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"163",1,0.0588235294117647,0.032258064516129,-0.967741935483871,0.926086956521739,1,1,1,1,2.03478260869565,0,0,0.00362027353177796,0.0015515619893834,NA,0,1,0.0488188976377953,0.103375638694537,0.340126289035556,"SC 164",163,"","4.28.2018",164,"SC",54,10,"10:21",443,"LT",137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0.0403333333333334,0.0403333333333334
"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 165",164,"","4.28.2018",165,"AS",69,46,"10:40",270,"AS",218,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 166",165,"","4.28.2018",166,"AS",65,45,"10:40",440,"AS",178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0.0403333333333334,0.0403333333333334
"166",1,0.0588235294117647,0.010989010989011,-0.989010989010989,0.621739130434783,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00269448839679189,NA,0,1,0.286614173228346,0.103375638694537,0.0812096813010194,"SC 167",166,"","4.28.2018",167,"SC",67,15,"10:57",140,"SC",124,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"167",2,0.117647058823529,0.0463425715583826,-0.476828714220809,0.4,0.9375,0.684653196881458,0.9375,1,1.80434782608696,0.00495842060699127,0,0.00427896218825422,0.00174208038489127,NA,0.693147180559945,2,0.160629921259843,0.206751277389075,0.216155680470733,"PP 168",167,"","4.28.2018",168,"PP",38,9,"10:57",149,"AS",209,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"168",2,0.117647058823529,0.0208900010880209,-0.48955499945599,0.256521739130435,0.96875,0.726483157256779,0.9375,1,1.46086956521739,0.0103075174468343,0,0.00534995977473854,0.00282095038744617,NA,0.636514168294813,1.88988157484231,0.445669291338583,0.195367714856362,0.0315987535212061,"LT 169",168,"","4.28.2018",169,"LT",185,69,"11:16",135,"LT",26,1,1,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 170",169,"","4.28.2018",170,"AS",47,85,"11:16",125,"LT",21,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 171",170,"","4.28.2018",171,"AS",43,11,"11:38",20,"LT",201,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"171",2,0.117647058823529,0.0757363253856942,-0.462131837307153,0.343478260869565,0.9375,0.684653196881458,0.9375,1,1.8695652173913,0.00205962223061281,0,0.00400241351568785,0.00186396177530857,NA,0.693147180559945,2,0.0850393700787402,0.206751277389075,0.330950573917311,"EC 172",171,"","4.28.2018",172,"EC",49,225,"11:38",149,"SC",176,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"172",1,0.0588235294117647,0.021978021978022,-0.978021978021978,0.491304347826087,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00393721966722702,NA,0,1,0.286614173228346,0.103375638694537,0.166906849939992,"LT 173",172,"","4.28.2018",173,"LT",165,112,"11:57",570,"LT",166,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,0,0.0403333333333334,0.0403333333333334
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT 174",173,"","4.28.2018",174,"LT",122,105,"11:57",179,"SC",166,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"174",1,0.0588235294117647,0.0454545454545455,-0.954545454545455,0.930434782608696,1,1,1,1,2.02173913043478,0,0,0.00362530168946098,0.0015768272059547,NA,0,1,0.0346456692913386,0.103375638694537,0.406026425555071,"SC 175",174,"","4.28.2018",175,"SC",66,4,"12:14",0,"AS",106,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"175",1,0.0588235294117647,0.142857142857143,-0.857142857142857,0.660869565217391,1,1,1,1,2.41739130434783,0,0,0.00305711987127916,0.00131054887555681,NA,0,1,0.0110236220472441,0.103375638694537,0.626074625559643,"AS 176",175,"","4.28.2018",176,"AS",37,24,"12:14",0,"SC",106,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"176",1,0.0588235294117647,0.0434782608695652,-0.956521739130435,0.665217391304348,1,1,1,1,1.94782608695652,0,0,0.00374094931617056,0.00159073179291345,NA,0,1,0.0362204724409449,0.103375638694537,0.397484591302394,"AS 177",176,"","4.28.2018",177,"AS",68,130,"12:14",74,"AS",111,0,6,0,0,0,0,0,0,0,0,0,1,6,6,0,6,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 178",177,"","4.28.2018",178,"SC",45,5,"12:37",20,"AS",117,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0,3,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 179",178,"","4.28.2018",179,"EC",30,175,"12:37",10,"LT",3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"179",1,0.0588235294117647,0.0099009900990099,-0.99009900990099,0.934782608695652,1,1,1,1,1.81739130434783,0,0,0.00418342719227675,0.00167883758817484,NA,0,1,0.159055118110236,0.103375638694537,0.113160148640456,"SC 180",179,"","4.28.2018",180,"SC",50,4,"1:34",190,"SC",65,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP 181",180,"","4.28.2018",181,"PP",16,1,"1:34",60,"AS",72,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"181",1,0.0588235294117647,0.0164835164835165,-0.983516483516483,0.526086956521739,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00341257856411542,NA,0,1,0.286614173228346,0.103375638694537,0.125383331527151,"LT 182",181,"","4.28.2018",182,"LT",220,177,"1:49",270,"PP",146,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,1,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"182",2,0.117647058823529,0.162464985994398,-0.418767507002801,0.443478260869565,0.9375,0.684653196881458,0.9375,1,1.91739130434783,0.00647738782674163,0.00170966298732945,0.00392699115044248,0.00180536401011875,NA,0.693147180559945,2,0.0913385826771654,0.206751277389075,0.401399364758785,"SM 183",182,"","4.28.2018",183,"SM",100,22,"2:05",30,"SM",201,0,0,0,0,12,0,0,0,0,0,0,2,12,12,0,12,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 183.1",183,"","4.28.2018",183.1,"AS",49,52,"1:49",39,"AS",130,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"184",1,0.0588235294117647,0.0645161290322581,-0.935483870967742,0.626086956521739,1,1,1,1,2.03478260869565,0,0,0.00362027353177796,0.00243766564051578,NA,0,1,0.0488188976377953,0.103375638694537,0.441734490855451,"SC 184",184,"","4.28.2018",184,"SC",70,7,"2:05",230,"AS",205,0,3,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"185",1,0.0588235294117647,0.0196078431372549,-0.980392156862745,0.669565217391304,1,1,1,1,1.93478260869565,0,0,0.00388676588897828,0.00169385069463442,NA,0,1,0.0803149606299213,0.103375638694537,0.244461840818095,"AS 185",185,"","4.28.2018",185,"AS",56,14,"2:22",190,"AS",51,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 186",186,"","4.28.2018",186,"SC",45,7,"2:22",165,"AS",62,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 187",187,"","4.28.2018",187,"EC",50,190,"2:41",0,"AS",39,1,3,2,0,0,0,0,0,0,0,0,0,6,6,0,2,4,NA,NA,NA,3,0.0403333333333334,0.0403333333333334
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 188",188,"","4.28.2018",188,"AS",81,80,"2:42",167,"SC",67,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 189",189,"","4.28.2018",189,"EC",60,130,"2:58",30,"LT",93,1,0,2,0,0,0,0,0,0,0,0,0,3,3,0,2,1,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"190",1,0.0588235294117647,0.0434782608695652,-0.956521739130435,0.782608695652174,1,1,1,1,1.94782608695652,0,0,0.00374094931617056,0.00159073179291345,NA,0,1,0.0362204724409449,0.103375638694537,0.397484591302394,"EC 190",190,"","4.28.2018",190,"EC",43,110,"2:58",20,"LT",53,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"191",1,0.0588235294117647,0.032258064516129,-0.967741935483871,0.78695652173913,1,1,1,1,2.03478260869565,0,0,0.00362027353177796,0.0015515619893834,NA,0,1,0.0488188976377953,0.103375638694537,0.340126289035556,"EC 191",191,"","4.28.2018",191,"EC",60,58,"3:16",80,"LT",200,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"192",2,0.117647058823529,0.0757363253856942,-0.462131837307153,0.347826086956522,0.9375,0.684653196881458,0.9375,1,1.8695652173913,0.00205962223061281,0,0.00400241351568785,0.00186396177530857,NA,0.693147180559945,2,0.0850393700787402,0.206751277389075,0.330950573917311,"EC 192",192,"","4.28.2018",192,"EC",53,360,"3:16",95,"EC",113,1,0,2,0,0,0,0,0,0,0,0,2,3,3,0,2,1,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"193",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.852173913043478,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"LT 193",193,"","4.28.2018",193,"LT",205,89,"3:35",100,"LT",10,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,NA,NA,NA,2,0.0403333333333334,0.0403333333333334
"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 194",194,"","4.28.2018",194,"SC",68,2,"3:35",120,"SM",31,3,0,1,0,1,0,0,0,0,0,0,0,5,5,0,0,5,NA,NA,NA,3,0.0403333333333334,0.0403333333333334
"195",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.991304347826087,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"SD 195",195,"","4.28.2018",195,"SD",78,23,"3:58",120,"SM",59,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,NA,1,0.0403333333333334,0.0403333333333334
"196",2,0.117647058823529,0.0250735180312645,-0.487463240984368,0.278260869565217,0.96875,0.726483157256779,0.9375,1,1.54782608695652,0.00470875270990256,0,0.00508849557522124,0.00304483489794965,NA,0.636514168294813,1.88988157484231,0.398425196850394,0.195367714856362,0.0566268367617793,"SC 196",196,"","4.28.2018",196,"SC",72,9,"3:58",163,"SC",11,0,0,0,1,0,1,1,0,0,0,0,3,3,1,2,1,2,NA,NA,NA,3,0.0403333333333334,0.0403333333333334
"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 197",197,"","4.30.2018",197,"AS",48,36,"10:56",65,"AS",138,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0.035,0.0315,0.0035,1,0.035,0.035
"198",1,0.0588235294117647,0.028169014084507,-0.971830985915493,0.630434782608696,1,1,1,1,1.9,0,0,0.00399738535800483,0.00263756837148795,NA,0,1,0.111811023622047,0.103375638694537,0.272942977038317,"SC 198",198,"","4.30.2018",198,"SC",73,2,"10:56",70,"AS",99,0,9,0,0,0,0,0,0,0,0,0,2,9,9,0,0,9,0.035,0.0315,0.0035,1,0.035,0.035
"199",3,0.176470588235294,0.122893772893773,-0.292368742368742,0.0826086956521739,0.90625,0.565685424949238,0.875,1,1.53478260869565,0.0104320591422913,0.00164183396663648,0.00509352373290426,0.0031814431292008,NA,1.05492016798614,2.87174588749259,0.415748031496063,0.296868565287957,0.163722272065816,"LT 199",199,"","4.30.2018",199,"LT",185,55,"11:17",65,"AS",142,0,1,0,0,0,1,0,0,0,0,0,5,2,1,1,0,2,0.035,0.0315,0.0035,2,0.035,0.035
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 200",200,"","4.30.2018",200,"AS",42,39,"11:17",83,"AS",128,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0.035,0.0315,0.0035,1,0.035,0.035
"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 201",201,"","4.30.2018",201,"SM",80,20,"11:32",30,"SM",206,0,0,0,0,11,0,0,0,0,0,1,0,12,12,0,11,1,0.035,0.0315,0.0035,2,0.035,0.035
"202",1,0.0588235294117647,0.0140845070422535,-0.985915492957746,0.939130434782609,1,1,1,1,1.9,0,0,0.00399738535800483,0.00163020349441938,NA,0,1,0.111811023622047,0.103375638694537,0.180885011614819,"SC 202",202,"","4.30.2018",202,"SC",48,9,"11:32",192,"LT",50,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.035,0.0315,0.0035,1,0.035,0.035
