"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d","uniID","X","Site","Date","Waypoint","Species","Height","N.flowers","Time","NN","NN.id","dist.lar","LT","AS","EC","SD","SM","SC","PP","HH","EL","LOTUS","BW","Quantity","density","shrub.density","cactus.density","con.density","het.density","site.density","site.shrub.density","site.cactus.density","S","imp.den.x","imp.den.y"
"64",3,0.176470588235294,0.191230551626591,-0.26958981612447,0.0739130434782609,0.90625,0.565685424949238,0.875,1,1.66086956521739,0.0143428025892602,0.0113532307752346,0.00468624296057924,0.00324597764564561,NA,1.05492016798614,2.87174588749259,0.280314960629921,0.296868565287957,0.240838388037184,"EC 65",64,"low","4.23.2018",65,"EC",48,175,"2:40",550,"LT",161,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.05,0.05,0,0,0.05,0.05
"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 66",65,"low","4.23.2018",66,"EC",44,84,"2:52",120,"EC",41,1,0,3,0,0,0,0,0,0,0,0,0,4,4,0,3,1,0.05,0.05,0,2,0.05,0.05
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 67",66,"low","4.23.2018",67,"EC",39,120,"3:06",230,"EC",207,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.05,0.05,0,1,0.05,0.05
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT 68",67,"low","4.23.2018",68,"LT",105,20,"3:21",180,"EC",169,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.05,0.05,0,1,0.05,0.05
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 69",68,"UP","4.23.2018",69,"SM",60,11,"3:57",115,"SM",100,0,0,0,0,2,0,1,0,0,0,0,0,3,2,1,2,1,0.05,0.05,0,2,0.05,0.05
"69",2,0.117647058823529,0.0153954955935154,-0.492302252203242,0.41304347826087,0.9375,0.684653196881458,0.9375,1,1.46086956521739,0.0103075174468343,0,0.00534995977473854,0.00231168505096702,NA,0.693147180559945,2,0.445669291338583,0.206751277389075,0,"PP 70",69,"UP","4.24.2018",70,"PP",29,25,"8:59",160,"SM",101,0,0,0,0,3,0,0,0,0,0,0,2,3,3,0,0,3,0.0385,0.036,0.0015,1,0.0385,0.0385
"70",2,0.117647058823529,0.0751633986928105,-0.462418300653595,0.321739130434783,0.9375,0.684653196881458,0.9375,1,1.90869565217391,0.0015523158908298,0,0.00397727272727273,0.00251561440742066,NA,0.693147180559945,2,0.108661417322835,0.206751277389075,0.305213462567398,"AS 71",70,"UP","4.24.2018",71,"AS",67,75,"9:17",80,"SM",121,0,2,0,0,1,0,0,0,0,0,0,2,3,3,0,2,1,0.0385,0.036,0.0015,2,0.0385,0.0385
"71",1,0.0588235294117647,0.0099009900990099,-0.99009900990099,0.91304347826087,1,1,1,1,1.81739130434783,0,0,0.00418342719227675,0.00167883758817484,NA,0,1,0.159055118110236,0.103375638694537,0.113160148640456,"PP 72",71,"UP","4.24.2018",72,"PP",19,5,"9:31",55,"SM",119,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,2,0.0385,0.036,0.0015,1,0.0385,0.0385
"72",1,0.0588235294117647,0.0555555555555556,-0.944444444444444,0.739130434782609,1,1,1,1,2.39130434782609,0,0,0.00315265486725664,0.00158975550360867,NA,0,1,0.0283464566929134,0.103375638694537,0.444587232165962,"AS 73",72,"UP","4.24.2018",73,"AS",60,34,"9:43",130,"AS",123,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"73",1,0.0588235294117647,0.028169014084507,-0.971830985915493,0.6,1,1,1,1,1.9,0,0,0.00399738535800483,0.00263756837148795,NA,0,1,0.111811023622047,0.103375638694537,0.272942977038317,"PP 74",73,"UP","4.24.2018",74,"PP",35,16,"9:58",160,"AS",114,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0.0385,0.036,0.0015,1,0.0385,0.0385
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 75",74,"UP","4.24.2018",75,"SM",72,24,"10:12",240,"SM",89,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD 76",75,"UP","4.24.2018",76,"SD",55,30,"10:34",210,"SD",159,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"76",2,0.117647058823529,0.0974178403755868,-0.451291079812207,0.417391304347826,0.9375,0.684653196881458,0.9375,1,1.82608695652174,0.00494203786708775,0,0.00418342719227675,0.00173542869004273,NA,0.693147180559945,2,0.130708661417323,0.206751277389075,0.312811985556427,"PP 77",76,"","4.24.2018",77,"PP",19,1,"10:51",0,"AS",218,0,3,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,0.0385,0.036,0.0015,1,0.0385,0.0385
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 78",77,"","4.24.2018",78,"AS",30,25,"11:07",0,"PP",218,0,2,0,0,0,0,1,0,0,0,0,0,3,2,1,2,1,0.0385,0.036,0.0015,2,0.0385,0.0385
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 79",78,"","4.24.2018",79,"AS",58,83,"11:24",NA,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.036,0.0015,0,0.0385,0.0385
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP 80",79,"","4.24.2018",80,"PP",23,1,"11:39",90,"AS",16,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0.0385,0.036,0.0015,1,0.0385,0.0385
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 81",80,"","4.24.2018",81,"SM",100,21,"",75,"AS",133,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0.0385,0.036,0.0015,1,0.0385,0.0385
"81",4,0.235294117647059,0.151170568561873,-0.212207357859532,0.0217391304347826,0.9375,0.540061724867322,0.8125,1,1.46086956521739,0.037872082876812,0.0196971294851359,0.00534995977473854,0.00361910832562984,NA,1.242453324894,3.46410161513775,0.453543307086614,0.358103716967643,0.146270768142015,"LT 82",81,"","4.24.2018",82,"LT",220,233,"12:33",50,"AS",157,0,2,0,0,0,0,0,0,0,0,0,6,2,2,0,0,2,0.0385,0.036,0.0015,1,0.0385,0.0385
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 83",82,"","4.24.2018",83,"AS",45,32,"12:33",60,"AS",177,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 84",83,"","4.24.2018",84,"AS",55,13,"12:51",60,"AS",156,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"84",2,0.117647058823529,0.0483516483516484,-0.475824175824176,0.226086956521739,0.979166666666667,0.775604602874429,0.9375,1,1.58260869565217,0.0029881757522496,0,0.00496781979082864,0.00343840893871017,NA,0.562335144618808,1.75476535060332,0.360236220472441,0.181399988877662,0.200577530637514,"LT 85",84,"","4.24.2018",85,"LT",245,127,"1:13",830,"LT",204,0,5,0,0,0,0,0,0,0,0,0,4,5,5,0,0,5,0.0385,0.036,0.0015,1,0.0385,0.0385
"85",2,0.117647058823529,0.0340659340659341,-0.482967032967033,0.273913043478261,0.96875,0.726483157256779,0.9375,1,1.58260869565217,0.0029881757522496,0,0.00496781979082864,0.00290412171203061,NA,0.636514168294813,1.88988157484231,0.396850393700787,0.195367714856362,0.125488459026905,"LT 86",85,"","4.24.2018",86,"LT",115,135,"",80,"AS",9,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0.0385,0.036,0.0015,1,0.0385,0.0385
"86",3,0.176470588235294,0.0545535206670334,-0.315148826444322,0.0565217391304348,0.9375,0.592194600147996,0.875,1,1.35652173913043,0.0250114094989826,0,0.00571198712791633,0.00379432208590093,NA,1.01140426470735,2.74945927399721,0.55748031496063,0.28422710851408,0.0770507470504221,"SC 87",86,"","4.24.2018",87,"SC",70,12,"1:53",230,"AS",45,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0.0385,0.036,0.0015,1,0.0385,0.0385
"87",2,0.117647058823529,0.0208900010880209,-0.48955499945599,0.291304347826087,0.96875,0.726483157256779,0.9375,1,1.46086956521739,0.0103075174468343,0,0.00534995977473854,0.00282095038744617,NA,0.636514168294813,1.88988157484231,0.445669291338583,0.195367714856362,0.0315987535212061,"SC 88",87,"","4.24.2018",88,"SC",70,9,"2:20",230,"AS",75,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0.0385,0.036,0.0015,1,0.0385,0.0385
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 89",88,"","4.24.2018",89,"AS",50,21,"2:36",240,"SC",180,0,2,0,0,0,1,0,0,0,0,0,0,3,2,1,2,1,0.0385,0.036,0.0015,2,0.0385,0.0385
"89",2,0.117647058823529,0.0533792509685751,-0.473310374515712,0.360869565217391,0.9375,0.684653196881458,0.9375,1,1.7304347826087,0.00322332107257599,0,0.00444489139179405,0.00232945552304485,NA,0.693147180559945,2,0.195275590551181,0.206751277389075,0.210661541315226,"EC 90",89,"","4.24.2018",90,"EC",50,360,"2:55",220,"EC",36,0,0,8,0,0,0,0,0,0,0,0,2,8,8,0,8,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"90",2,0.117647058823529,0.0295088332362648,-0.485245583381868,0.365217391304348,0.9375,0.684653196881458,0.9375,1,1.69565217391304,0.00436000693911878,0,0.00458567980691874,0.0025150773415009,NA,0.693147180559945,2,0.239370078740157,0.206751277389075,0.129561520890048,"EC 91",90,"","4.24.2018",91,"EC",55,175,"",160,"EC",79,1,1,2,0,0,0,0,0,0,0,0,2,4,4,0,2,2,0.0385,0.036,0.0015,3,0.0385,0.0385
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT 92",91,"","4.24.2018",92,"LT",270,98,"3:31",260,"EC",212,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0.0385,0.036,0.0015,1,0.0385,0.0385
"92",1,0.0588235294117647,0.010989010989011,-0.989010989010989,0.643478260869565,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00269448839679189,NA,0,1,0.286614173228346,0.103375638694537,0.0812096813010194,"SC 93",92,"","4.24.2018",93,"SC",57,17,"3:51",190,"SM",55,0,0,1,0,1,0,0,0,0,0,0,2,2,2,0,0,2,0.0385,0.036,0.0015,2,0.0385,0.0385
"93",2,0.117647058823529,0.0421590546151389,-0.478920472692431,0.369565217391304,0.9375,0.684653196881458,0.9375,1,1.74782608695652,0.00420170806051518,0,0.00442477876106195,0.00236103319149936,NA,0.693147180559945,2,0.207874015748031,0.206751277389075,0.180262404777216,"EC 94",93,"","4.24.2018",94,"EC",60,275,"",200,"EC",7,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0.0385,0.036,0.0015,1,0.0385,0.0385
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP 95",94,"","4.24.2018",95,"PP",20,10,"",0,"LT",2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0385,0.036,0.0015,1,0.0385,0.0385
"95",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.904347826086957,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"LT 96",95,"","4.24.2018",96,"LT",170,102,"",0,"PP",210,2,0,1,0,0,0,1,0,0,0,0,1,4,3,1,2,2,0.0385,0.036,0.0015,3,0.0385,0.0385
"96",1,0.0588235294117647,0.028169014084507,-0.971830985915493,0.604347826086956,1,1,1,1,1.9,0,0,0.00399738535800483,0.00263756837148795,NA,0,1,0.111811023622047,0.103375638694537,0.272942977038317,"PP 97",96,"","4.25.2018",97,"PP",22,4,"9:30",300,"AS",40,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,NA,NA,NA,1,0.0415,0.0415
"97",1,0.0588235294117647,0.0454545454545455,-0.954545454545455,0.743478260869565,1,1,1,1,2.02173913043478,0,0,0.00362530168946098,0.0015768272059547,NA,0,1,0.0346456692913386,0.103375638694537,0.406026425555071,"AS 98",97,"","4.25.2018",98,"AS",64,17,"9:43",300,"PP",27,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,1,0.0415,0.0415
"98",1,0.0588235294117647,0.0140845070422535,-0.985915492957746,0.921739130434783,1,1,1,1,1.9,0,0,0.00399738535800483,0.00163020349441938,NA,0,1,0.111811023622047,0.103375638694537,0.180885011614819,"PP 99",98,"","4.25.2018",99,"PP",24,2,"9:57",58,"AS",66,0,5,0,0,0,0,0,0,0,0,0,1,5,5,0,0,5,NA,NA,NA,1,0.0415,0.0415
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 100",99,"","4.25.2018",100,"AS",38,6,"9:57",88,"PP",70,0,3,0,0,0,0,1,0,0,0,0,0,4,3,1,3,1,NA,NA,NA,2,0.0415,0.0415
"100",1,0.0588235294117647,0.021978021978022,-0.978021978021978,0.48695652173913,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00393721966722702,NA,0,1,0.286614173228346,0.103375638694537,0.166906849939992,"LT 101",100,"","4.25.2018",101,"LT",285,146,"",170,"PP",181,0,1,0,0,0,0,1,0,0,0,0,4,2,1,1,0,2,NA,NA,NA,2,0.0415,0.0415
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP 102",101,"","4.25.2018",102,"PP",19,2,"10:32",90,"AS",32,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,NA,NA,NA,2,0.0415,0.0415
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 103",102,"","4.25.2018",103,"AS",65,53,"10:58",30,"AS",135,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,NA,NA,NA,1,0.0415,0.0415
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 104",103,"","4.25.2018",104,"EC",32,28,"11:28",330,"EC",208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0.0415,0.0415
"104",1,0.0588235294117647,0.0297029702970297,-0.97029702970297,0.51304347826087,1,1,1,1,1.81739130434783,0,0,0.00418342719227675,0.0035301690571637,NA,0,1,0.159055118110236,0.103375638694537,0.250840135511874,"LT 105",104,"","4.25.2018",105,"LT",136,36,"11:42",180,"LT",46,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,NA,NA,NA,1,0.0415,0.0415
"105",2,0.117647058823529,0.555555555555556,-0.222222222222222,0.204347826086957,0.979166666666667,0.775604602874429,0.9375,1,2.06086956521739,0.000270993410992622,0,0.00354987932421561,0.00269033339196715,NA,0.562335144618808,1.75476535060332,0.0377952755905512,0.181399988877662,0.728874449968141,"EC 106",105,"","4.25.2018",106,"EC",38,200,"",370,"LT",122,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,0,0.0415,0.0415
"106",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.773913043478261,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"EC 107",106,"","4.25.2018",107,"EC",35,34,"12:13",230,"EC",72,1,0,2,0,0,0,0,0,0,0,0,1,3,3,0,2,1,NA,NA,NA,2,0.0415,0.0415
"107",1,0.0588235294117647,0.0099009900990099,-0.99009900990099,0.647826086956522,1,1,1,1,1.81739130434783,0,0,0.00418342719227675,0.00167883758817484,NA,0,1,0.159055118110236,0.103375638694537,0.113160148640456,"AS 108",107,"","4.25.2018",108,"AS",140,31,"12:31",140,"AS",46,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,1,0.0415,0.0415
"108",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.830434782608696,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"LT 109",108,"","4.25.2018",109,"LT",200,151,"12:56",120,"LT",17,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,1,0.0415,0.0415
"109",2,0.117647058823529,0.206270627062706,-0.396864686468647,0.182608695652174,0.984375,0.812403840463596,0.9375,1,1.80434782608696,0.000595057646459006,0.00144020523389165,0.00422868061142397,0.00409457916732996,NA,0.500402423538188,1.64938488846612,0.168503937007874,0.170506216298303,0.339368450250683,"EC 110",109,"","4.25.2018",110,"EC",58,150,"1:13",250,"LT",74,0,0,3,0,0,0,0,0,0,0,0,5,3,3,0,3,0,NA,NA,NA,1,0.0415,0.0415
"110",2,0.117647058823529,0.186335403726708,-0.406832298136646,0.334782608695652,0.9375,0.684653196881458,0.9375,1,1.92173913043478,0.00237307694506848,0.000334499280129674,0.003831456154465,0.00160639900014941,NA,0.693147180559945,2,0.047244094488189,0.206751277389075,0.482499385183964,"EC 111",110,"","4.25.2018",111,"EC",56,109,"1:33",810,"LT",202,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,0,0.0415,0.0415
"111",2,0.117647058823529,0.0428680230660429,-0.478565988466979,0.169565217391304,0.989583333333333,0.860113898485164,0.9375,1,1.46086956521739,0.0103075174468343,0.117133982292909,0.00534995977473854,0.00466828260077309,NA,0.410116318288409,1.50699306577254,0.429471316085489,0.155786370682475,0.14993730190753,"SC 112",111,"","4.25.2018",112,"SC",55,3,"1:50",520,"AS",187,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,NA,NA,NA,0,0.0415,0.0415
"112",1,0.0588235294117647,0.0434782608695652,-0.956521739130435,0.652173913043478,1,1,1,1,1.94782608695652,0,0,0.00374094931617056,0.00159073179291345,NA,0,1,0.0362204724409449,0.103375638694537,0.397484591302394,"AS 113",112,"","4.25.2018",113,"AS",52,49,"",530,"LT",157,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,1,0.0415,0.0415
"113",1,0.0588235294117647,0.021978021978022,-0.978021978021978,0.495652173913044,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00393721966722702,NA,0,1,0.286614173228346,0.103375638694537,0.166906849939992,"SC 114",113,"","4.25.2018",114,"SC",39,3,"2:30",190,"LT",49,1,2,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,NA,NA,NA,2,0.0415,0.0415
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC 115",114,"","4.25.2018",115,"SC",46,3,"2:42",110,"SM",175,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,2,NA,NA,NA,2,0.0415,0.0415
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD 116",115,"UP","4.25.2018",116,"SD",39,41,"3:17",50,"SD",185,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,NA,NA,NA,1,0.0415,0.0415
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SM 117",116,"UP","4.25.2018",117,"SM",70,42,"3:34",80,"SM",152,0,0,0,0,1,0,0,0,2,0,0,0,3,3,0,1,2,NA,NA,NA,2,0.0415,0.0415
"117",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.834782608695652,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"LT 118",117,"","4.25.2018",118,"LT",195,130,"3:47",1470,"LT",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0.0415,0.0415
"118",1,0.0588235294117647,0.010989010989011,-0.989010989010989,0.608695652173913,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00269448839679189,NA,0,1,0.286614173228346,0.103375638694537,0.0812096813010194,"SC 119",118,"","4.25.2018",119,"SC",46,7,"4:01",50,"AS",47,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,NA,NA,NA,1,0.0415,0.0415
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 120",119,"","4.25.2018",120,"AS",35,16,"4:21",160,"LT",39,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,1,0.0415,0.0415
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP 121",120,"","4.26.2018",121,"PP",18,2,"9:09",245,"LT",72,2,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,3,0.0445,0.0415,0.003,2,0.0445,0.0445
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP 122",121,"","4.26.2018",122,"PP",27,2,"9:24",140,"AS",127,0,2,0,0,0,0,1,0,0,0,0,0,3,2,1,1,2,0.0445,0.0415,0.003,2,0.0445,0.0445
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 123",122,"","4.26.2018",123,"AS",50,71,"9:47",125,"AS",194,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0.0445,0.0415,0.003,2,0.0445,0.0445
"123",1,0.0588235294117647,0.126760563380282,-0.873239436619718,0.452173913043478,1,1,1,1,1.9,0,0,0.00399738535800483,0.00507828744387671,NA,0,1,0.111811023622047,0.103375638694537,0.484168023977765,"PP 124",123,"","4.26.2018",124,"PP",28,3,"10:05",300,"LT",164,0,2,0,0,0,0,0,0,0,0,0,9,2,2,0,0,2,0.0445,0.0415,0.003,1,0.0445,0.0445
"124",2,0.117647058823529,0.019579012536759,-0.490210493731621,0.421739130434783,0.9375,0.684653196881458,0.9375,1,1.54782608695652,0.00470875270990256,0,0.00508849557522124,0.00245990688533767,NA,0.693147180559945,2,0.398425196850394,0.206751277389075,0.035893275693517,"SC 125",124,"","4.26.2018",125,"SC",52,3,"10:21",50,"AS",5,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0.0445,0.0415,0.003,1,0.0445,0.0445
"125",1,0.0588235294117647,0.010989010989011,-0.989010989010989,0.61304347826087,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00269448839679189,NA,0,1,0.286614173228346,0.103375638694537,0.0812096813010194,"SC 126",125,"","4.26.2018",126,"SC",42,7,"10:41",800,"AS",201,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0.0445,0.0415,0.003,1,0.0445,0.0445
"126",1,0.0588235294117647,0.0769230769230769,-0.923076923076923,0.839130434782609,1,1,1,1,2.4,0,0,0.00308980289621883,0.00140558041504122,NA,0,1,0.0204724409448819,0.103375638694537,0.507120280258071,"LT 127",126,"","4.26.2018",127,"LT",190,156,"11:02",30,"AS",178,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0445,0.0415,0.003,1,0.0445,0.0445
"127",2,0.117647058823529,0.145780051150895,-0.427109974424552,0.178260869565217,0.958333333333333,0.7,0.9375,1,1.78260869565217,0.00382228559681477,0.0182197576645632,0.00424376508447305,0.00368820778433614,NA,0.673011667009257,1.96013170420779,0.116535433070866,0.202629866847892,0.398784602733349,"AS 128",127,"","4.26.2018",128,"AS",53,62,"11:20",0,"EC",133,0,3,1,0,0,0,0,0,0,0,0,5,4,4,0,3,1,0.0445,0.0415,0.003,2,0.0445,0.0445
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC 129",128,"","4.26.2018",129,"EC",42,11,"11:20",0,"AS",133,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0.0445,0.0415,0.003,1,0.0445,0.0445
"129",1,0.0588235294117647,0.00549450549450549,-0.994505494505495,0.826086956521739,1,1,1,1,1.66086956521739,0,0,0.00471641190667739,0.00165176983154938,NA,0,1,0.286614173228346,0.103375638694537,0,"HH 130",129,"","4.26.2018",130,"HH",26,1,"11:33",90,"EC",157,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0.0445,0.0415,0.003,1,0.0445,0.0445
"130",1,0.0588235294117647,0.0142857142857143,-0.985714285714286,0.843478260869565,1,1,1,1,2.02173913043478,0,0,0.00377614641995173,0.00160188058365056,NA,0,1,0.110236220472441,0.103375638694537,0.183610725827904,"LT 131",130,"","4.26.2018",131,"LT",180,50,"12:02",180,"LT",46,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0445,0.0415,0.003,1,0.0445,0.0445
"131",3,0.176470588235294,0.117169915749339,-0.29427669475022,0.0391304347826087,0.979166666666667,0.753896130113426,0.875,1,1.61304347826087,0.0152389644938748,0.0695175451841163,0.00485217216411907,0.00490162458607235,NA,0.735621939758795,2.08677944009772,0.305511811023622,0.21572215743473,0.258597308584946,"EC 132",131,"","4.26.2018",132,"EC",64,192,"12:13",320,"AS",124,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0445,0.0415,0.003,0,0.0445,0.0445
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT 133",132,"","4.26.2018",133,"LT",165,96,"12:32",450,"LT",140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0.0415,0.003,0,0.0445,0.0445
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS 134",133,"","4.26.2018",134,"AS",45,47,"12:45",320,"SC",161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0.0415,0.003,0,0.0445,0.0445
