"","weighted connectance"
"314",0.132169728437388
"315",0.128744269429845
"316",0.128027960357957
"317",0.12901542440582
"318",0.134235664261414
"319",0.131065019528167
"320",0.130099002885735
"321",0.131673065806893
"322",0.131371027835692
"323",0.12775609510427
"324",0.130505059921983
"325",0.134851253070147
"326",0.123169515190986
"327",0.130364744113865
"328",0.133434569358318
"329",0.129006664013857
"330",0.133904728751915
"331",0.132611016461087
"332",0.128849235283324
"333",0.130708094420172
"334",0.132481469462351
"335",0.133020051411336
"336",0.134227222421826
"337",0.128766396514457
"338",0.126212641352577
"339",0.134030840475498
"340",0.126944881171981
"341",0.126734097554128
"342",0.128967100200471
"343",0.134280568263402
"344",0.130727834745327
"345",0.133789225153773
"346",0.127205783383707
"347",0.13495318743706
"348",0.126134905889431
"349",0.136597439958393
"350",0.128034158125478
"351",0.128373340914421
"352",0.134274062831697
"353",0.132586621017346
"354",0.132705788992806
"355",0.129041113272286
"356",0.138475141482252
"357",0.128815812090259
"358",0.124986973013113
"359",0.129454905272875
"360",0.140605180019323
"361",0.132529576037755
"362",0.126433312407943
"363",0.127598499092612
"364",0.133932095046047
"365",0.13285466737867
"366",0.129204998418888
"367",0.124507445402183
"368",0.131176504996832
"369",0.125807364833514
"370",0.128492296885226
"371",0.124406812287337
"372",0.131910400461495
"373",0.129200205967938
"374",0.135941490237251
"375",0.126990408275861
"376",0.13358528258268
"377",0.129679114074909
"378",0.127331840142781
"379",0.125621867757258
"380",0.126608243172739
"381",0.135996078881097
"382",0.133486621849493
"383",0.134269151412297
"384",0.128968091976589
"385",0.131297504778224
"386",0.134878452089204
"387",0.130559360623106
"388",0.135581095723277
"389",0.131719036509124
"390",0.133103328339304
"391",0.132830213730379
"392",0.133552031699882
"393",0.130472337211936
"394",0.131640063468417
"395",0.127035310059855
"396",0.124981522595815
"397",0.133381196262904
"398",0.133800295510962
"399",0.131505305248162
"400",0.131632461863673
"401",0.131775969770404
"402",0.132962051487775
"403",0.131618400479101
"404",0.12914052342076
"405",0.128659742310148
"406",0.131509308072777
"407",0.135607510438064
"408",0.132126346323873
"409",0.123576647837074
"410",0.129287407792751
"411",0.127179934737548
"412",0.12697996841651
"413",0.13533575715441
"414",0.136652775379847
"415",0.133152286371961
"416",0.132458909527342
"417",0.130496646803871
"418",0.13427723779367
"419",0.135078619737411
"420",0.131297524965519
"421",0.125774354704613
"422",0.130990124862737
"423",0.128769220856669
"424",0.125963743925987
"425",0.129226356770969
"426",0.133497968829464
"427",0.134885649856027
"428",0.132997541211326
"429",0.126960918797516
"430",0.130049840906346
"431",0.130795490505003
"432",0.134078982072602
"433",0.130843129376688
"434",0.12969973639467
"435",0.136196738745715
"436",0.125338714727971
"437",0.135455666048014
"438",0.129825187436087
"439",0.132431912021757
"440",0.129975607246002
"441",0.132405306139988
"442",0.134350895477619
"443",0.131999127787396
"444",0.127378592842578
"445",0.137224407328919
"446",0.130419776128837
"447",0.136177253687095
"448",0.130090874268877
"449",0.132090062940442
"450",0.132312072431528
"451",0.129349937567225
"452",0.132544540001757
"453",0.134652173706355
"454",0.131954755710427
"455",0.130804775465974
"456",0.135970312230607
"457",0.130402395908869
"458",0.130982123232926
"459",0.131872637144286
"460",0.136195661892249
"461",0.136361591750212
"462",0.12798368232557
"463",0.135242820855725
"464",0.131542413700193
"465",0.133213570053722
"466",0.132659156303342
"467",0.130226299593959
"468",0.129893075201003
"469",0.133185945879852
"470",0.128618425387978
"471",0.131355484476015
"472",0.127887515094749
"473",0.13199417063645
"474",0.132805200946537
"475",0.131914529823991
"476",0.126097386947332
"477",0.126803923477653
"478",0.130599638727613
"479",0.130672085264871
"480",0.127130173187653
"481",0.123541793431302
"482",0.134333065335895
"483",0.129082466848148
"484",0.128357631163687
"485",0.131383513680851
"486",0.127689451542821
"487",0.129771266443141
"488",0.127048327832487
"489",0.134583956344802
"490",0.130250221031203
"491",0.128935636816363
"492",0.136654343175094
"493",0.12811554722364
"494",0.130561672270772
"495",0.13239777379766
"496",0.129132070266793
"497",0.130467746076739
"498",0.128021225792587
"499",0.131388005847559
"500",0.130872453511571
"501",0.125424530224406
"502",0.131270409995455
"503",0.133335743690185
"504",0.133966896449035
"505",0.13110881580079
"506",0.133877531908335
"507",0.131932626943536
"508",0.13168140857295
"509",0.130230865518904
"510",0.130292563702914
"511",0.12729511229677
"512",0.129197523356151
"513",0.135820944326274
"514",0.133492438547774
"515",0.129384268756859
"516",0.131687459667794
"517",0.133253346834137
"518",0.1332353623911
"519",0.133654307271428
"520",0.127496770752743
"521",0.130244351172255
"522",0.128304104278854
"523",0.135202452421862
"524",0.134319798921564
"525",0.126517185209346
"526",0.134855636988682
"527",0.13694746599487
"528",0.131470448623095
"529",0.130525327070519
"530",0.129429727731878
"531",0.13026031546518
"532",0.130410599423997
"533",0.133429420734768
"534",0.126907474765571
"535",0.129660035103741
"536",0.133881853418728
"537",0.132054867206135
"538",0.131726325891648
"539",0.134786704308073
"540",0.127687547392867
"541",0.124393573528815
"542",0.135159921393518
"543",0.130712145608929
"544",0.131866439123372
"545",0.131085077288169
"546",0.129330070216898
"547",0.132104809761454
"548",0.1269581325301
"549",0.128991366467932
"550",0.12892613621161
"551",0.125595907431552
"552",0.128666369904505
"553",0.127247410893957
"554",0.133124183515686
"555",0.128354370530216
"556",0.129256511677069
"557",0.13578376308151
"558",0.127738590338674
"559",0.128121236127585
"560",0.128231654494287
"561",0.129605771153019
"562",0.128709611792573
"563",0.132527817240465
"564",0.135056274833469
"565",0.132857872175359
"566",0.129579371421199
"567",0.134091276412839
"568",0.134182668331841
"569",0.129398251699463
"570",0.134027216993904
"571",0.132701283773352
"572",0.130738472932186
"573",0.129245464757782
"574",0.130100050894689
"575",0.128618358664465
"576",0.133223016122421
"577",0.132605493832899
"578",0.129485222503707
"579",0.130117935126676
"580",0.129948223706049
"581",0.126176424766174
"582",0.127173614288375
"583",0.132474129966615
"584",0.134661996712079
"585",0.133590950123237
"586",0.132716440510058
"587",0.128814163355
"588",0.128515056374383
"589",0.137721360943217
"590",0.132864078796283
"591",0.1298843932896
"592",0.129367775973227
"593",0.135325333988499
"594",0.130803584779752
"595",0.129830144074275
"596",0.130759671595278
"597",0.129686029913725
"598",0.131705727144792
"599",0.126675206382341
"600",0.137718696201444
"601",0.129828104086819
"602",0.132349060071971
"603",0.135149156829231
"604",0.129613028361806
"605",0.133793234440273
"606",0.134910125934559
"607",0.129140574153564
"608",0.127719269444221
"609",0.127480267823739
"610",0.124507563343483
"611",0.130233340594777
"612",0.13260550550084
"613",0.13258989508737
"614",0.129859561408843
"615",0.128383761115722
"616",0.128945019313646
"617",0.130694088171086
"618",0.127506946117538
"619",0.137775956478158
"620",0.133803159086185
"621",0.13054174706049
"622",0.127981189901302
"623",0.127204809844545
"624",0.136639316250719
"625",0.133288964749282
"626",0.133855171378312
"627",0.133318799382044
"628",0.129106064965635
"629",0.132639317206752
"630",0.129115442838294
"631",0.123289986315337
"632",0.127014877064008
"633",0.129502175039829
"634",0.129963564552885
"635",0.130400115607408
"636",0.125334094813732
"637",0.127318809203643
"638",0.12900408595083
"639",0.135027701825779
"640",0.129437518768501
"641",0.129935145730183
"642",0.127672111929018
"643",0.128451342779199
"644",0.132104669964562
"645",0.13190775433208
"646",0.129841493216261
"647",0.130450039198021
"648",0.129374003310679
"649",0.136601276038542
"650",0.131459665529761
"651",0.129290768424543
"652",0.132487573699434
"653",0.129989705927475
"654",0.130170913839516
"655",0.124649307134208
"656",0.133470815411106
"657",0.1294281770792
"658",0.128878572698878
"659",0.13402594192074
"660",0.132228112868797
"661",0.127844205348362
"662",0.125841114266128
"663",0.123767559767202
"664",0.129012276736571
"665",0.131081090490803
"666",0.133949541394347
"667",0.133768662605789
"668",0.133693983651178
"669",0.136471407171308
"670",0.129534082217981
"671",0.131218958144641
"672",0.131399891798757
"673",0.13231549033842
"674",0.129329608301572
"675",0.134053349263301
"676",0.131215049997505
"677",0.133058432097826
"678",0.129211987728645
"679",0.131622481819829
"680",0.132185022721315
"681",0.136979089805859
"682",0.133348136489566
"683",0.130982483762491
"684",0.127307829146049
"685",0.130566219071444
"686",0.136816203926796
"687",0.129370940116046
"688",0.130171720412169
"689",0.129597575520407
"690",0.135431380180321
"691",0.127539132682149
"692",0.137059245008055
"693",0.131078494149819
"694",0.127921559631651
"695",0.126472986745321
"696",0.132661537793752
"697",0.132916044215158
"698",0.133600092716503
"699",0.133710332378044
"700",0.130854332786228
"701",0.14173058059
"702",0.12936047051417
"703",0.131347918881689
"704",0.124813043610071
"705",0.131671516687234
"706",0.129147417238352
"707",0.136835045784056
"708",0.133329835737195
"709",0.131425997575842
"710",0.136821090500885
"711",0.130052127649495
"712",0.12627300750301
"713",0.130981619128072
"714",0.134940454928901
"715",0.133148704577131
"716",0.129480366237184
"717",0.135859154849556
"718",0.133120070923552
"719",0.130715845222333
"720",0.134615794723763
"721",0.130674822011174
"722",0.129198123461192
"723",0.13211408408832
"724",0.131128384475221
"725",0.127114259829691
"726",0.125284161098576
"727",0.130212384336644
"728",0.125340824700468
"729",0.132427879982565
"730",0.134981920635702
"731",0.132929046922569
"732",0.136490688134315
"733",0.137088066769361
"734",0.136356654934478
"735",0.131108860162186
"736",0.131789574405917
"737",0.132826820295113
"738",0.128029101400826
"739",0.127591516752499
"740",0.135303300360895
"741",0.131027811677432
"742",0.126316327940557
"743",0.133362798249117
"744",0.129807828878999
"745",0.134852967884394
"746",0.13304623333461
"747",0.129806359345787
"748",0.130867451672842
"749",0.131459681357664
"750",0.129019031716055
"751",0.129319380589013
"752",0.13116717140785
"753",0.129634908300575
"754",0.12823590251716
"755",0.133476547667674
"756",0.133413097279721
"757",0.127881148001607
"758",0.131745582535254
"759",0.130466711355007
"760",0.12519660511755
"761",0.132086764107302
"762",0.132782751444604
"763",0.127998739400552
"764",0.131392034502602
"765",0.124922855191304
"766",0.131730115896318
"767",0.127089436428755
"768",0.131312102846616
"769",0.132504682735401
"770",0.135583679684663
"771",0.13381308103037
"772",0.129973577137192
"773",0.129718395089642
"774",0.133893433832937
"775",0.129513705926307
"776",0.129495798876594
"777",0.13137381021949
"778",0.132785704528612
"779",0.133974190042629
"780",0.132457082593764
"781",0.134771857173422
"782",0.129807579909459
"783",0.129435358624324
"784",0.1326072699498
"785",0.13408098173609
"786",0.133455149199494
"787",0.130890369134314
"788",0.137270173944446
"789",0.131002297209117
"790",0.137371498370616
"791",0.128251665762656
"792",0.135446031921531
"793",0.128035252765045
"794",0.128699851926409
"795",0.131945456183779
"796",0.134896098003029
"797",0.127642486370074
"798",0.138178197780393
"799",0.125946694602671
"800",0.131087218976995
"801",0.126372731219649
"802",0.132331744365725
"803",0.130469908109958
"804",0.135417577303512
"805",0.133913633136792
"806",0.128876360571011
"807",0.131515054729756
"808",0.130304728084734
"809",0.132825095422864
"810",0.131788804997241
"811",0.135023328874319
"812",0.127389739803882
"813",0.133201428735247
"814",0.132598270736993
"815",0.125258800998989
"816",0.128799910356972
"817",0.130556871038548
"818",0.129724900647254
"819",0.128397404732953
"820",0.131375616440489
"821",0.128959781313887
"822",0.126711326984169
"823",0.137753931706787
"824",0.130164648044203
"825",0.129604324486993
"826",0.131938037662796
"827",0.13043131986242
"828",0.135031748084749
"829",0.135262487592618
"830",0.132981559415835
"831",0.131309494706001
"832",0.128945710618223
"833",0.124504339560801
"834",0.139831961217773
"835",0.129084303587426
"836",0.132854943462765
"837",0.134265063415623
"838",0.13777577477578
"839",0.128364290341668
"840",0.130380402382518
"841",0.132958405746959
"842",0.126454713623193
"843",0.131647743223401
"844",0.129954998926298
"845",0.127770629525416
"846",0.141569506651329
"847",0.131571466526997
"848",0.128738259908911
"849",0.137862140783783
"850",0.131398616109194
"851",0.133350204089631
"852",0.131802170438196
"853",0.126341197815505
"854",0.12531714353856
"855",0.128790691830195
"856",0.129789573484597
"857",0.1335756718948
"858",0.13422099344812
"859",0.13361061100976
"860",0.129239289739559
"861",0.134502287094416
"862",0.130007481456149
"863",0.133948687017555
"864",0.129498666155958
"865",0.130847633574678
"866",0.131389161533598
"867",0.132434764773836
"868",0.132298957238879
"869",0.129294100671412
"870",0.127669781021193
"871",0.133908145846547
"872",0.136178823940181
"873",0.124899502826323
"874",0.129143791737213
"875",0.130023484457124
"876",0.129056994604134
"877",0.131520068738714
"878",0.130527342780369
"879",0.12705089699658
"880",0.133228268452995
"881",0.128785149384778
"882",0.129182436490463
"883",0.133799627123778
"884",0.132159150754789
"885",0.129467309699515
"886",0.131124350096726
"887",0.130634783266876
"888",0.137771836386513
"889",0.134031141795099
"890",0.126032256369036
"891",0.131998996202612
"892",0.133141365454237
"893",0.1369552807373
"894",0.130658165696804
"895",0.128468330904622
"896",0.130075124720639
"897",0.13065247500925
"898",0.135576794114217
"899",0.131434058837779
"900",0.130071568204381
"901",0.133456076766235
"902",0.128775266766832
"903",0.1280408560999
"904",0.131321015655129
"905",0.132984946883973
"906",0.128767398117524
"907",0.134054415449815
"908",0.131863613328633
"909",0.127702007760696
"910",0.133983878264944
"911",0.134824642591518
"912",0.132701413577036
"913",0.12571730665144
"914",0.132353935362447
"915",0.12697388691142
"916",0.132816704906543
"917",0.136248146608008
"918",0.131817357566177
"919",0.135000744432255
"920",0.128979494645941
"921",0.129724029666039
"922",0.126580027034127
"923",0.126695702707815
"924",0.132032415044823
"925",0.129603106733044
"926",0.138297279087573
"927",0.13006878507461
"928",0.12871282782856
"929",0.136348210689512
"930",0.13337092019853
"931",0.134659956804226
"932",0.131703272700861
"933",0.13175207374605
"934",0.132562105605648
"935",0.130634393642134
"936",0.133558224384216
"937",0.136045124089371
"938",0.130088815388432
"939",0.133275452687315
"940",0.125853264504779
"941",0.129556611685077
"942",0.126158534591543
"943",0.131631215649309
"944",0.129167600776421
"945",0.131272387842454
"946",0.129228420951886
"947",0.13195467831307
"948",0.126655779425295
"949",0.123226149777948
"950",0.124446486369789
"951",0.132794074061924
"952",0.127740000644401
"953",0.128267054664924
"954",0.131413573474497
"955",0.131039140093586
"956",0.131442985537996
"957",0.128257277974873
"958",0.130516351117608
"959",0.127097583098901
"960",0.129585823410872
"961",0.130835137515957
"962",0.126549823164112
"963",0.135504377975776
"964",0.131672693666946
"965",0.126027914900317
"966",0.131633083535646
"967",0.130471087433376
"968",0.139076634535189
"969",0.133407171128893
"970",0.129508357233338
"971",0.128318808495903
"972",0.132042717407111
"973",0.127121670663987
"974",0.129876148652964
"975",0.128079174274753
"976",0.132159269211444
"977",0.133207397674496
"978",0.125426771248673
"979",0.131834604301043
"980",0.135462943547028
"981",0.133816009991873
"982",0.129234772998144
"983",0.12867248230867
"984",0.130691955608443
"985",0.12993512498198
"986",0.128003415598507
"987",0.129888425657948
"988",0.130598205978851
"989",0.128062443448881
"990",0.132571808912484
"991",0.137262007486329
"992",0.130453205738268
"993",0.128932420752237
"994",0.125231688317199
"995",0.130977781646564
"996",0.130062418336962
"997",0.125419619823322
"998",0.133332071494728
"999",0.128794877380005
"1000",0.138057539051076
