Date,WP,Species,,Quantity,nick,fun.grp,ID,Notes,Voucher,,,,,,
4.24.2018,94,EC,1,1,hylaeus,bee,hylaeus,2 yellow face stripes,,,,,,,
4.25.2018,105,LT,2,2,hylaeus,bee,hylaeus,white/yellow faced,inc voucher,,,,,,
4.25.2018,105,LT,V,1,hylaeus,bee,hylaeus,,,,,,,,
4.25.2018,108,AS,1,1,hylaeus,bee,hylaeus,yellow stripe,,,,,,,
4.25.2018,110,EC,2,2,hylaeus,bee,hylaeus,yellow stripe,,,,,,,
4.25.2018,110,EC,2,2,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
4.26.2018,132,EC,5,5,hylaeus,bee,hylaeus,2 stripe,,,,,,,
4.26.2018,132,EC,1,1,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
4.27.2018,143,EC,V,1,hyleus,bee,hylaeus,,,,,,,,
4.27.2018,147,EC,8,8,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
4.27.2018,148,EC,3,3,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
4.27.2018,153,EC,3,3,hylaeus,bee,hylaeus,,,,,,,,
4.27.2018,159,LT,1,1,hylaeus,bee,hylaeus,,,,,,,,
4.30.2018,216,AS,1,1,hylaeus,bee,hylaeus,,,,,,,,
4.30.2018,218,EC,1,1,hylaeus,bee,hylaeus,,,,,,,,
4.30.2018,222,EC,2,2,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
4.30.2018,230,EC,1,1,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
4.30.2018,230,EC,V,1,hylaeus,bee,hylaeus,,,,,,,,
5.4.2018,273,AS,4,4,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
5.4.2018,281,EC,1,1,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
5.4.2018,283,AS,5,5,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
5.5.2018,310,BW,2,2,hylaeus,bee,hylaeus,2 stripe,,,,,,,
5.7.2018,336,BW,1,1,hylaeus,bee,hylaeus,2 stripe,,,,,,,
5.7.2018,338,BW,6,6,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
5.8.2018,375,BW,2,2,hylaeus,bee,hylaeus,white/yellow faced,,,,,,,
5.8.2018,379,BW,1,1,hylaeus,bee,hylaeus,"could see face, white markings on legs",,,,,,,
4.23.2018,2,PP,V,1,lasioglossum,bee,lasioglossum,green metallic,,,,,,,
4.21.2018,10,EC,1,1,lasioglossum,bee,lasioglossum,,,,,,,,
4.22.2018,43,EC,1,1,lasioglossum,bee,lasioglossum,,,,,,,,
4.24.2018,70,PP,V,1,lasioglossum,bee,lasioglossum,,,,,,,,
4.24.2018,72,PP,1,1,lasioglossum,bee,lasioglossum,"greenish, looks same as caught erlier",,,,,,,
4.24.2018,87,SC,1,1,lasioglossum,bee,lasioglossum,,,,,,,,
4.27.2018,139,SC,V,1,lasioglossum,bee,lasioglossum,,,,,,,,
4.27.2018,141,AS,1,1,lasioglossum,bee,lasioglossum,"dark, small. Looks same as cactus voucher earlier. ",,,,,,,
4.27.2018,147,EC,V,1,lasioglossum,bee,lasioglossum,,,,,,,,
4.28.2018,169,LT,1,1,lasioglossum,bee,lasioglossum,"greenish, looks same as caught erlier, a bit fuzzy",,,,,,,
4.28.2018,180,SC,V,1,lasioglossum?,bee,lasioglossum,,"small, label misdated. ",,,,,,
4.30.2018,208,PP,V,1,lasioglossum? ,bee,lasioglossum,,,,,,,,
4.30.2018,227,EC,2,2,lasioglossum,bee,lasioglossum,"green metallic, fuzzy, pale hair",,,,,,,
5.3.2018,252,EC,V,1,lasioglossum? Small and black,bee,lasioglossum,,new today,,,,,,
5.4.2018,277,AS,V,1,lasioglossum,bee,lasioglossum,,fuzzy/pale haired greenish one,,,,,,
5.5.2018,311,SC,V,1,lasioglossum,bee,lasioglossum,,,,,,,,
5.7.2018,339,LT,1,1,lasioglossum,bee,lasioglossum,,,,,,,,
5.5.2018,301,BW,V,1,halictus?,bee,lasioglossum - big,,,,,,,,
4.24.2018,88,SC,V,1,red abdomen bee,bee,lasioglossum - red,red abdomen,,,,,,,
4.25.2018,112,SC,V,1,red abdomen bee,bee,lasioglossum - red,,,,,,,,
5.4.2018,285,SC,V,1,lasioglossum,bee,lasioglossum - red,,,,,,,,
4.27.2018,156,SC,1,1,lasioglossum?,bee,lasioglossum?,very small black bee,,,,,,,
5.4.2018,267,AS,V,0,hemiptera,,lygaoidea?,,,,,,,,
5.6.2018,322,SC,1,1,megachile ,bee,megachile,looks like one caught from larrea ,,,,,,,
4.24.2018,85,LT,V,1,megachilidae,bee,megachile ,same as caught on 85,,,,,,,
4.24.2018,86,LT,1,1,megachile - same as caught on 85,bee,megachile ,same as caught on 85,,,,,,,
4.25.2018,107,EC,1,1,megachilidae,bee,megachilidae - 107,"ashmeadiella or heriades, light colour clypeu, white hair bands, 5mm",,,,,,,
4.25.2018,109,LT,1,1,megachilidae,bee,megachilidae - 107,same as 107 EC bee,,,,,,,
5.6.2018,323,AS,1,1,male longhorn,bee,mellisodes,"looks like melissodes, right now, long reddish antenna",,,,,,,
5.7.2018,337,AS,2,2,mellisodes,bee,mellisodes,"red antenna, pale grey hair",,,,,,,
5.7.2018,346,AS,1,1,mellisodes,bee,mellisodes,,,,,,,,
5.8.2018,361,AS,1,1,mellisodes,bee,mellisodes,,,,,,,,
5.8.2018,369,AS,1,1,mellisodes,bee,mellisodes,,,,,,,,
5.8.2018,371,AS,1,1,mellisodes,bee,mellisodes,,,,,,,,
5.8.2018,372,AS,2,2,mellisodes,bee,mellisodes,,,,,,,,
5.8.2018,381,AS,1,1,mellisodes,bee,mellisodes,"female? Green eyes, shorter antenna",,,,,,,
5.8.2018,369,AS,1,0,minute pirate bug,,minute pirate bug,,,,,,,,
4.21.2018,17,PP,"V,1",0,beetle/hemiptera,,miridae - black shiny,,,,,,,,
5.8.2018,365,BW,1,1,moth thing,lep,Coleophora,photos,,,,,,,
5.8.2018,367,BW,1,1,moth thing,lep,Coleophora,,,,,,,,
5.8.2018,375,BW,1,1,moth thing,lep,Coleophora,,,,,,,,
4.28.2018,191,EC,V,1,fly,fly,muscidae?,,label misdated,,,,,,
4.22.2018,28,EL,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.23.2018,47,AS,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.23.2018,65,EC,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.23.2018,67,EC,2,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.25.2018,106,EC,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.27.2018,141,AS,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.28.2018,189,EC,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.30.2018,231,AS,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
5.3.2018,241,EC,1,0,mythicomyiidae,fly,mythicomyiidae,dark,,,,,,,
5.3.2018,255,SD,"V,1",0,fly,fly,mythicomyiidae,,,,,,,,
5.3.2018,258,EC,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
5.6.2018,334,EC,1,0,mythicomyiidae,fly,mythicomyiidae,,,,,,,,
4.21.2018,2,PP,V,1,Richardiidae,fly,omomyia,,,,,,,,
4.22.2018,31,PP,V,1,ulididae?,fly,omomyia,Richardiidae,,,,,,,
4.28.2018,175,SC,V,1,ulididae?,fly,omomyia,,,,,,,,
5.6.2018,314,SC,1,1,ulididae,fly,omomyia,,,,,,,,
5.7.2018,343,SC,1,1,ulididae,fly,omomyia,"brown, same",,,,,,,
4.22.2018,35,LT,1,1,osmia,bee,osmia,,,,,,,,
4.23.2018,52,SD,1,1,osmia,bee,osmia,,,,,,,,
4.27.2018,160,SD,V,1,osmia,bee,osmia,,,,,,,,
4.21.2018,12,EC,1,1,perdita?,bee,perdita?,,N,,,,,,
4.27.2018,143,EC,1,1,pompilidae,wasp,pompilidae,"silvery, black, look same as pan traps",,,,,,,
4.28.2018,185,AS,1,1,"silvery wasp, have voucher",wasp,pompilidae,,,,,,,,
5.6.2018,326,SC,V,1,black wasp,wasp,pompilidae,,walked into flower,,,,,,
5.7.2018,341,SC,V,1,wasp,wasp,pompilidae,,,,,,,,
5.5.2018,295,LT,1,1,syrphid,syphid,pseudodoros clavatus,pseudoscaeva?,,,,,,,
5.6.2018,319,LT,V,1,syrphid,syphid,pseudodoros clavatus,,,,,,,,
4.22.2018,31,PP,V,1,tachinid,fly,sarcophagidae,blotchy tergites,,,,,,,
4.23.2018,61,LT,V,1,sarcophagidae,fly,sarcophagidae,blotchy tergites,,,,,,,
4.24.2018,94,EC,1,1,sarcophagidae,fly,sarcophagidae,,,,,,,,
5.5.2018,305,BW,V,1,anthomyiidae?,fly,sarcophagidae,,,,,,,,
5.7.2018,338,BW,V,1,flies,fly,sarcophagidae,"2 vouchers, not included, not tach",,,,,,,
5.7.2018,338,BW,V,1,flies,fly,sarcophagidae,,,,,,,,
5.8.2018,378,BW,1,1,sarcophagidae,fly,sarcophagidae,,,,,,,,
4.22.2018,25,SD,1,1,scaeva pyrastri,syphid,e. volucris,,,,,,,,
4.30.2018,199,LT,1,1,scaeva pyrastri,syphid,e. volucris,,,,,,,,
4.21.2018,10,EC,V,0,white abdomen fly,fly,sciaridae,long probsicus,"same shape as later yellow one, ",,,,,,
4.28.2018,187,EC,V,0,white abdomen,fly,sciaridae,,similar to yellow abdomen fly - check to see if colour fades in alchol. Same shape!,,,,,,
5.3.2018,241,EC,V,0,orange/yellow bellied fly,fly,sciaridae,,,,,,,,
4.23.2018,47,AS,V,1,silvery moth,lep,Yponomeutoidea ,,,,,,,,
4.24.2018,71,AS,1,1,small silvery moth,lep,Yponomeutoidea ,have several caught,,,,,,,
4.24.2018,73,AS,1,1,small silvery moth,lep,Yponomeutoidea ,,,,,,,,
4.25.2018,106,EC,V,1,silvery moth,lep,Yponomeutoidea ,,,,,,,,
5.7.2018,336,BW,V,1,moth,lep,Yponomeutoidea ,,,,,,,,
5.7.2018,338,BW,2,2,moth ,lep,Yponomeutoidea ,"same as earlier, vouchers",,,,,,,
5.7.2018,340,BW,4,4,moth ,lep,Yponomeutoidea ,"same as earlier, vouchers",,,,,,,
5.7.2018,342,AS,V,1,moth,lep,Yponomeutoidea ,,,,,,,,
5.7.2018,344,AS,V,1,moth,lep,Yponomeutoidea ,,,,,,,,
4.22.2018,23,EC,V,1,silvery moth  ,lep,Yponomeutoidea ,,early silvery moths different than spotted wing,,,,,,
5.4.2018,264,EC,V,1,silvery moth - spots on wings,lep,Lithriapteryx,,,,,,,,
4.22.2018,28,EL,1,0,snakefly,,snakefly,,,,,,,,
5.6.2018,323,AS,V,1,beetle,beetle,striped beetle,,looks a bit like a cucumber beetle,,,,,,
5.8.2018,376,EC,1,1,beetle that looks like cuke beetle,beetle,striped beetle,have voucher,,,,,,,
4.28.2018,164,SC,V,1,anthomyiidae?,fly,tachinid,,,,,,,,
4.28.2018,166,PP,1,1,tachinid,fly,tachinid,,,,,,,,
4.28.2018,172,EC,1,1,tachinid,fly,tachinid,,,,,,,,
4.28.2018,184,SC,2,2,tachinid,fly,tachinid,,,,,,,,
4.28.2018,192,EC,V,1,tachinid,fly,tachinid,,,,,,,,
4.30.2018,206,EC,1,1,tachinid,fly,tachinid,,,,,,,,
4.30.2018,218,EC,V,1,tachinid,fly,tachinid,,,,,,,,
4.30.2018,220,AS,V,1,tachinid,fly,tachinid,,,,,,,,
5.4.2018,263,BW,V,1,tachinid,fly,tachinid,,,,,,,,
5.5.2018,301,BW,3,3,tachinid,fly,tachinid,voucher!,,,,,,,
5.5.2018,301,BW,V,1,tachinid,fly,tachinid,,,,,,,,
5.7.2018,338,BW,4,4,muscoidea,fly,tachinid,,,,,,,,
5.7.2018,338,BW,V,1,flies,fly,tachinid,,,,,,,,
5.8.2018,381,AS,1,1,"tachinid - small, black",fly,tachinid,,,,,,,,
4.21.2018,2,PP,1,1,"tachinid - small, black",fly,tachinid ,<1s,N,,,,,,
4.21.2018,2,PP,V,1,small tachinid,fly,tachinid ,"small, black, shiny, 2nd antennal segment long and weird",,,,,,,
5.5.2018,301,BW,1,1,green fly,fly,tephritidae,"spot on wing, tephritidae?",,,,,,,
5.6.2018,323,AS,1,1,tiny bee,bee,tiny bee,"red abdomen, white on face. 1/4 size of lasioglossum - maybe a perdita?",,,,,,,
4.27.2018,153,EC,1,1,"tiny bee, white face, black, escaped",bee,"tiny bee, white face, black, escaped",,,,,,,,
5.3.2018,247,AS,1,1,"tiny bee, white face, black, escaped",bee,"tiny bee, white face, black, escaped",,,,,,,,
5.3.2018,245,AS,V,1,wasp,wasp,vespidae,,"long, black and yellow",,,,,,
