"","Id","site","name","Descript","Type","Comment","Symbol","DateTimeS","Elevation","y","x","Site","Species","Height","N.flowers","Time","NN","NN.id","dist.lar","LT","AS","EC","SD","SM","SC","PP","HH","EL","LOTUS","BW","uniID","Quantity","density","shrub.density","cactus.density"
"97","0","L","160",NA,"WPT",NA,"Flag, Blue","2018-04-27T22:12:24Z",1304.743164,3849300.27867,622437.285699,"","SD",53,12,"3:00",242,"SD",34,0,2,0,1,0,0,0,0,0,0,0,"SD 160",1,3,3,0
"98","0","L","161",NA,"WPT",NA,"Flag, Blue","2018-04-27T22:28:22Z",1309.736328,3849408.99495,622413.231542,"","SM",55,7,"3:26",710,"EL",112,0,0,0,0,0,0,0,0,0,0,0,"SM 161",0,0,0,0
"99","0","L","162",NA,"WPT",NA,"Flag, Blue","2018-04-27T22:36:45Z",1307.89978,3849405.24259,622422.982772,"","EL",78,18,"3:26",185,"EL",115,0,0,0,0,0,0,0,0,1,0,0,"EL 162",0,1,1,0
"100","0","L","121",NA,"WPT",NA,"Flag, Blue","2018-04-26T16:20:12Z",1308.532227,3849323.1246,622436.981299,"","PP",18,2,"9:09",245,"LT",72,2,0,0,0,1,0,0,0,0,0,0,"PP 121",0,3,3,0
"101","0","L","122",NA,"WPT",NA,"Flag, Blue","2018-04-26T16:25:04Z",1307.588135,3849291.86083,622404.907555,"","PP",27,2,"9:24",140,"AS",127,0,2,0,0,0,0,1,0,0,0,0,"PP 122",0,3,2,1
"102","0","L","123",NA,"WPT",NA,"Flag, Blue","2018-04-26T16:52:07Z",1304.028931,3849292.86875,622397.297872,"","AS",50,71,"9:47",125,"AS",194,0,1,0,0,0,0,1,0,0,0,0,"AS 123",0,2,1,1
"103","0","L","124",NA,"WPT",NA,"Flag, Blue","2018-04-26T17:06:36Z",1301.175537,3849276.9,622430.916105,"","PP",28,3,"10:05",300,"LT",164,0,2,0,0,0,0,0,0,0,0,0,"PP 124",9,2,2,0
"104","0","L","125",NA,"WPT",NA,"Flag, Blue","2018-04-26T17:29:14Z",1297.157227,3849312.27378,622505.035025,"","SC",52,3,"10:21",50,"AS",5,0,1,0,0,0,0,0,0,0,0,0,"SC 125",2,1,1,0
"105","0","L","126",NA,"WPT",NA,"Flag, Blue","2018-04-26T17:45:43Z",1293.957886,3849309.13827,622519.445754,"","SC",42,7,"10:41",800,"AS",201,0,1,0,0,0,0,0,0,0,0,0,"SC 126",2,1,1,0
"106","0","L","127",NA,"WPT",NA,"Flag, Blue","2018-04-26T18:13:06Z",1290.797852,3849298.24917,622526.363544,"","LT",190,156,"11:02",30,"AS",178,0,1,0,0,0,0,0,0,0,0,0,"LT 127",0,1,1,0
"107","0","L","128",NA,"WPT",NA,"Flag, Blue","2018-04-26T18:28:04Z",1289.939697,3849273.89824,622538.586168,"","AS",53,62,"11:20",0,"EC",133,0,3,1,0,0,0,0,0,0,0,0,"AS 128",0,4,4,0
"108","0","L","129",NA,"WPT",NA,"Flag, Blue","2018-04-26T18:28:35Z",1289.654419,3849273.57537,622539.322602,"","EC",42,11,"11:20",0,"AS",133,0,3,0,0,0,0,0,0,0,0,0,"EC 129",0,3,3,0
"109","0","L","130",NA,"WPT",NA,"Flag, Blue","2018-04-26T18:40:11Z",1287.678345,3849259.66029,622552.229773,"","HH",26,1,"11:33",90,"EC",157,0,0,2,0,0,0,0,0,0,0,0,"HH 130",1,2,2,0
"110","0","L","131",NA,"WPT",NA,"Flag, Blue","2018-04-26T19:04:59Z",1288.877563,3849257.66146,622543.744871,"","LT",180,50,"12:02",180,"LT",46,1,0,0,0,0,0,0,0,0,0,0,"LT 131",1,1,1,0
"111","0","L","132",NA,"WPT",NA,"Flag, Blue","2018-04-26T19:22:48Z",1288.862671,3849258.48761,622539.157773,"","EC",64,192,"12:13",320,"AS",124,0,0,0,0,0,0,0,0,0,0,0,"EC 132",8,0,0,0
