"","connectance","web asymmetry","links per species","number of compartments","compartment diversity","cluster coefficient","nestedness","NODF","weighted nestedness","weighted NODF","interaction strength asymmetry","specialisation asymmetry","linkage density","weighted connectance","Fisher alpha","Shannon diversity","interaction evenness","Alatalo interaction evenness","H2","number.of.species.HL","number.of.species.LL","mean.number.of.shared.partners.HL","mean.number.of.shared.partners.LL","cluster.coefficient.HL","cluster.coefficient.LL","weighted.cluster.coefficient.HL","weighted.cluster.coefficient.LL","niche.overlap.HL","niche.overlap.LL","togetherness.HL","togetherness.LL","C.score.HL","C.score.LL","V.ratio.HL","V.ratio.LL","discrepancy.HL","discrepancy.LL","extinction.slope.HL","extinction.slope.LL","robustness.HL","robustness.LL","functional.complementarity.HL","functional.complementarity.LL","partner.diversity.HL","partner.diversity.LL","generality.HL","vulnerability.LL"
"48",0.151268115942029,-0.623529411764706,1.96470588235294,2,1.11792470380388,0.115942028985507,15.6583961185178,33.5374864389463,0.452246703421092,12.1134880258968,-0.0673517454767455,0.306793853309188,11.9626636526602,0.140737219443061,302.020936728191,4.99805047894538,0.71332494380544,0.848917323005625,0.227463013508111,16,69,1.625,0.705029838022165,0.340612205108208,0.226177130044843,0.37538329076748,0.847978950233634,0.112330345193517,0.283021573411656,0.0515138154027043,0.125576800768617,0.712740182436611,0.553590508667235,13.1021276595745,1.31013916500994,80,86,2.0531679564651,5.1262400330616,0.668192548953982,0.810173605918897,75.9822063532201,105.026025313461,2.82348726638807,1.05581228516256,20.6414401563023,3.28388714901813
"49",0.154891304347826,-0.623529411764706,2.01176470588235,1,NA,0.108695652173913,12.7128244083695,36.921686555912,0.60890442859933,10.5177927191309,-0.0779992944904071,0.306020106623654,12.3204190675657,0.144946106677244,335.665369802859,5.02505279502687,0.717178731533793,0.838996433551044,0.207705440891224,16,69,1.91666666666667,0.746376811594203,0.34776109702996,0.241031390134529,0.341309085025811,0.841185297909665,0.158403982227197,0.29469440847822,0.0622126436781609,0.128443361040068,0.565393720322887,0.527023302074453,14.0270783847981,1.75953728771843,76,77,1.87319046147598,4.97362825531102,0.649099311436733,0.808018340419764,74.667233938525,100.627010862531,2.85048958246957,1.08281460124406,21.1556575219423,3.48518061318911
"50",0.153079710144928,-0.623529411764706,1.98823529411765,1,NA,0.108695652173913,10.2992152934016,38.0037777847997,0.645598718327068,11.4695530206479,-0.093982428810015,0.309214595840486,12.4381227020479,0.146330855318211,318.209962152038,5.02783967237909,0.71757647644234,0.868127152137806,0.20566628500939,16,69,1.85833333333333,0.727621483375959,0.343796711509716,0.23822869955157,0.323352328453505,0.796733371283444,0.161655283184738,0.301663784362525,0.0603591954022989,0.127491576340681,0.560039251643418,0.516889341082649,13.7707036859741,1.71750433275563,84,82,2.02766643692038,5.13474681545504,0.6640689317112,0.812149762158766,72.2343509691529,97.4319321527985,2.85327645982178,1.08560147859627,21.3736607199403,3.50258468415552
"51",0.154891304347826,-0.623529411764706,2.01176470588235,1,NA,0.115942028985507,17.8843827908523,31.2943652724675,0.499384113963015,8.77143436450006,-0.0525103034325639,0.296626702892279,11.5051240702545,0.135354400826524,335.665369802859,4.9975297140525,0.71325061990865,0.781508115172171,0.227844056754785,16,69,1.61666666666667,0.705029838022165,0.332878403847404,0.220571748878924,0.375826893660979,0.784608284296758,0.105426509022942,0.262118618858999,0.0484427609427609,0.125333225077471,0.700259889140841,0.584919907576557,12.1373449701424,1.12139423076923,84,88,2.14174254066975,5.26179229052263,0.676186805969321,0.815043766038649,78.7549081006151,100.734793280496,2.82296650149519,1.05529152026968,19.8519404462509,3.15830769425816
"52",0.151268115942029,-0.623529411764706,1.96470588235294,1,NA,0.101449275362319,12.5589391328753,36.6049856469565,0.571826250784735,13.5947740418543,-0.0769842260088804,0.304715997018316,12.372626114548,0.145560307229976,302.020936728191,5.0127497246883,0.71542282950862,0.87204166742108,0.216707587406784,16,69,1.66666666666667,0.735720375106564,0.348021056736206,0.228419282511211,0.335020033925682,0.829853305833005,0.124431463450756,0.300889094619198,0.0524250440917108,0.129369138959932,0.665886288791337,0.521683116483308,14.2589073634204,1.42130566801619,78,85,2.05059142543092,4.79434335588568,0.669045506305884,0.803338880410894,75.4267914278785,101.812606681272,2.83818651213099,1.07051153090548,21.3690896552955,3.37616257380047
"53",0.157608695652174,-0.623529411764706,2.04705882352941,1,NA,0.101449275362319,14.2736892283054,38.9131641990523,0.564823049920033,10.8078577650759,-0.0733936948899635,0.299561838099013,13.1674052322218,0.154910649790844,364.561744502125,5.06952147051903,0.723525329188252,0.884737304912553,0.175167747362961,16,69,1.99166666666667,0.800511508951407,0.362058880873465,0.244394618834081,0.388858409137604,0.847733105218135,0.137897665204285,0.311200953030813,0.0621252204585538,0.135683077578858,0.655118824424332,0.499160303815568,15.2926829268293,1.82169390787519,74,76,2.11267802388762,5.11658712813788,0.672854761518291,0.812441456640743,72.5453207693167,97.1494307035242,2.89495825796172,1.12728327673621,22.6754042590027,3.6594062054408
"54",0.160326086956522,-0.623529411764706,2.08235294117647,1,NA,0.115942028985507,12.6422238767907,39.9264593881382,0.600897468648048,10.7457218369627,-0.0602720717916796,0.299540830606284,12.6761653533886,0.14913135709869,397.279695405502,5.06134920159298,0.722358977768435,0.834849633269626,0.181147389859696,16,69,1.98333333333333,0.805626598465473,0.363423669331254,0.245515695067265,0.357303401428568,0.805255586108936,0.145589096074513,0.307209030711418,0.0633560606060606,0.13889903787602,0.591597664246528,0.495050361529475,14.6778338687471,1.66279069767442,86,84,2.15104354803098,5.57701495638093,0.67509558094869,0.820381330630784,73.6679663023033,97.7339684617135,2.88678598903567,1.11911100781016,21.7974355284303,3.55489517834699
"55",0.155797101449275,-0.623529411764706,2.02352941176471,1,NA,0.108695652173913,12.2649670046579,37.4695408927928,0.576157706864236,13.126943813657,-0.0690031950807813,0.303917150949892,12.4511550850179,0.146484177470799,344.914468073645,5.0364829350258,0.718810048385588,0.85600693596022,0.19934201679203,16,69,1.75833333333333,0.750213128729753,0.350230714239293,0.232343049327354,0.340008444261399,0.83809139060957,0.14556059776882,0.308383744499668,0.0561067019400353,0.133202073099771,0.65554595889417,0.517232803749519,13.6645041705283,1.39456947162427,82,79,2.07138560134911,5.44172013653794,0.667828688843705,0.816681276628717,72.5278485836213,101.320153689112,2.86191972246849,1.09424474124299,21.4979809021752,3.40432926786067
"56",0.154891304347826,-0.623529411764706,2.01176470588235,2,1.11792470380388,0.101449275362319,12.9552994649389,37.2439678461576,0.546156415650534,10.9493036926127,-0.0812844283749456,0.305605633270689,12.3871069501158,0.145730670001362,335.665369802859,5.03248270967113,0.718239133678273,0.845893554710953,0.202268978416002,16,69,1.76666666666667,0.747229326513214,0.347501137323715,0.232062780269058,0.376606191023881,0.838744588744589,0.123423767157307,0.289116480763933,0.0544181034482759,0.129568947144075,0.676566349647935,0.522509057971015,13.8211116300794,1.45456784043339,75,84,2.07070564206373,5.40711139688429,0.670262034769001,0.815678740789959,75.1653569199354,96.4492859790811,2.85791949711382,1.09024451588832,21.3652649691876,3.408948931044
"57",0.153079710144928,-0.623529411764706,1.98823529411765,1,NA,0.115942028985507,14.8466466098165,33.8181182893179,0.523754214208248,11.2912891673603,-0.0643913860059693,0.311164864544966,11.6838445503422,0.137456994709908,318.209962152038,4.99683713094292,0.713151774006672,0.824694248705069,0.228350819250249,16,69,1.65833333333333,0.705029838022165,0.339052446870735,0.225336322869955,0.33318204897642,0.826163980238535,0.135631206097936,0.287776508919722,0.0533117816091954,0.124540441176471,0.675939422348756,0.552312370600414,12.6677585400094,1.2905669599218,79,84,2.27295228237731,5.59407684789824,0.687718002813734,0.820691206599955,76.3336023169699,100.296129964577,2.82227391838561,1.0545989371601,20.1053045934076,3.26238450727682
